,Release Date,Movie,Budget,Domestic Gross,Worldwide Gross,Year,Week,Dom_Profits,WW_Profits,movie_name,genre,%ROI
203,2013-07-19,R.I.P.D.,130000000,33618855,79076678,2013,29,-96381145,-50923322,R.I.P.D.,Action,-0.7413934230769231
204,2019-02-22,How to Train Your Dragon: The Hidden World,129000000,160799505,519246496,2019,8,31799505,390246496,How to Train Your Dragon: The Hidden World,Adventure,0.24650779069767442
205,2017-03-03,Logan,127000000,226277068,615461394,2017,9,99277068,488461394,Logan,Action,0.7817091968503938
206,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,2014,51,-13253379,226756621,Night at the Museum: Secret of the Tomb,Adventure,-0.10435731496062992
207,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,1341693157,2011,28,256193157,1216693157,Harry Potter and the Deathly Hallows: Part II,Adventure,2.049545256
208,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,2014,47,212135885,641575131,The Hunger Games: Mockingjay - Part 1,Thriller/Suspense,1.69708708
209,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,960431568,2010,46,171131568,835431568,Harry Potter and the Deathly Hallows: Part I,Adventure,1.369052544
210,2006-05-19,The Da Vinci Code,125000000,217536138,767820459,2006,20,92536138,642820459,The Da Vinci Code,Thriller/Suspense,0.740289104
211,2011-04-29,Fast Five,125000000,210031325,630163454,2011,17,85031325,505163454,Fast Five,Action,0.6802506
212,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,2014,32,66204754,360004754,Teenage Mutant Ninja Turtles,Adventure,0.529638032
213,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,2011,50,61848418,410663443,Sherlock Holmes: A Game of Shadows,Action,0.494787344
214,2017-03-31,The Boss Baby,125000000,175003033,510878762,2017,13,50003033,385878762,The Boss Baby,Adventure,0.400024264
215,2010-04-01,Clash of the Titans,125000000,163214888,493214888,2010,13,38214888,368214888,Clash of the Titans,Action,0.305719104
216,2016-11-04,Trolls,125000000,153707064,344150134,2016,44,28707064,219150134,Trolls,Adventure,0.229656512
217,2012-06-08,Prometheus,125000000,126477084,402448265,2012,23,1477084,277448265,Prometheus,Adventure,0.011816672
218,2012-08-10,The Bourne Legacy,125000000,113203870,280355920,2012,32,-11796130,155355920,The Bourne Legacy,Thriller/Suspense,-0.09436904
219,2018-07-13,Skyscraper,125000000,68420120,304115534,2018,28,-56579880,179115534,Skyscraper,Action,-0.45263904
220,2012-08-03,Total Recall,125000000,58877969,211856088,2012,31,-66122031,86856088,Total Recall,Action,-0.528976248
221,2017-01-13,Monster Trucks,125000000,33370166,61642798,2017,2,-91629834,-63357202,Monster Trucks,Adventure,-0.733038672
222,2016-07-29,Jason Bourne,120000000,162192920,416168316,2016,30,42192920,296168316,Jason Bourne,Action,0.35160766666666665
223,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691,2007,24,11921738,169480691,Fantastic Four: Rise of the Silver Surfer,Action,0.09934781666666667
224,2012-11-21,Life of Pi,120000000,124987022,620912003,2012,47,4987022,500912003,Life of Pi,Drama,0.04155851666666667
225,2007-02-16,Ghost Rider,120000000,115802596,229545589,2007,7,-4197404,109545589,Ghost Rider,Action,-0.03497836666666667
226,2018-04-13,Rampage,120000000,101028233,428056280,2018,15,-18971767,308056280,Rampage,Action,-0.15809805833333335
227,2013-08-09,Elysium,120000000,93050117,286192091,2013,32,-26949883,166192091,Elysium,Action,-0.22458235833333334
228,2013-04-19,Oblivion,120000000,89107235,287916633,2013,16,-30892765,167916633,Oblivion,Thriller/Suspense,-0.25743970833333335
229,2017-03-24,Power Rangers,120000000,85364450,142531552,2017,12,-34635550,22531552,Power Rangers,Action,-0.28862958333333333
230,2014-02-12,RoboCop,120000000,58607007,242981799,2014,7,-61392993,122981799,RoboCop,Action,-0.511608275
231,2015-08-07,Fantastic Four,120000000,56117548,167849187,2015,32,-63882452,47849187,Fantastic Four,Action,-0.5323537666666667
232,2005-07-08,Fantastic Four,87500000,154696080,333132750,2005,27,67196080,245632750,Fantastic Four,Action,0.7679552
233,2008-05-09,Speed Racer,120000000,43945766,93394462,2008,19,-76054234,-26605538,Speed Racer,Action,-0.6337852833333333
234,2010-12-17,How Do You Know?,120000000,30212620,49628177,2010,50,-89787380,-70371823,How Do You Know?,Romantic Comedy,-0.7482281666666667
235,2010-06-23,Knight and Day,117000000,76423035,258751370,2010,25,-40576965,141751370,Knight and Day,Action,-0.3468116666666667
236,2018-10-05,Venom,116000000,213511408,853628605,2018,40,97511408,737628605,Venom,Action,0.8406155862068966
237,2005-09-16,Venom,25000000,881745,881745,2005,37,-24118255,-24118255,Venom,Action,-0.9647302
238,2013-07-26,The Wolverine,115000000,132556852,416456852,2013,30,17556852,301456852,The Wolverine,Action,0.15266827826086957
239,2010-12-25,Gulliver's Travels,112000000,42779261,232017848,2010,51,-69220739,120017848,Gulliver's Travels,Adventure,-0.6180423125
240,2017-12-15,Ferdinand,111000000,84410380,289838913,2017,50,-26589620,178838913,Ferdinand,Adventure,-0.23954612612612614
241,2018-05-18,Deadpool 2,110000000,324591735,786680557,2018,20,214591735,676680557,Deadpool 2,Action,1.9508339545454545
242,2013-10-04,Gravity,110000000,274092705,693698673,2013,40,164092705,583698673,Gravity,Thriller/Suspense,1.4917518636363636
243,2006-12-22,Night at the Museum,110000000,250863268,579446407,2006,51,140863268,469446407,Night at the Museum,Adventure,1.2805751636363636
244,2015-05-29,San Andreas,110000000,155190832,456258539,2015,22,45190832,346258539,San Andreas,Adventure,0.4108257454545455
245,2011-07-29,The Smurfs,110000000,142614158,563749323,2011,30,32614158,453749323,The Smurfs,Adventure,0.29649234545454545
246,2007-06-27,Live Free or Die Hard,110000000,134529403,382288147,2007,26,24529403,272288147,Live Free or Die Hard,Action,0.22299457272727272
247,2015-03-20,The Divergent Series: Insurgent,110000000,130179072,295075882,2015,12,20179072,185075882,The Divergent Series: Insurgent,Action,0.18344610909090908
248,2014-03-07,300: Rise of an Empire,110000000,106580051,330780051,2014,10,-3419949,220780051,300: Rise of an Empire,Action,-0.031090445454545455
249,2016-12-21,Passengers,110000000,100014699,302239672,2016,51,-9985301,192239672,Passengers,Thriller/Suspense,-0.09077546363636364
250,2011-01-14,The Green Hornet,110000000,98780042,229155503,2011,2,-11219958,119155503,The Green Hornet,Action,-0.10199961818181819
251,2011-10-07,Real Steel,110000000,85463309,263880341,2011,40,-24536691,153880341,Real Steel,Action,-0.22306082727272727
252,2010-06-11,The A-Team,110000000,77222099,177241171,2010,23,-32777901,67241171,The A-Team,Action,-0.29798091818181816
253,2013-07-31,The Smurfs 2,110000000,71017784,348547523,2013,31,-38982216,238547523,The Smurfs 2,Adventure,-0.3543837818181818
254,2016-03-18,The Divergent Series: Allegiant,110000000,66184051,172022517,2016,11,-43815949,62022517,The Divergent Series: Allegiant,Action,-0.3983268090909091
255,2009-06-12,The Taking of Pelham 123,110000000,65452312,152364370,2009,24,-44547688,42364370,The Taking of Pelham 123,Action,-0.4049789818181818
256,2013-11-01,Ender's Game,110000000,61737191,127983283,2013,44,-48262809,17983283,Ender's Game,Adventure,-0.4387528090909091
257,2017-03-31,Ghost in the Shell,110000000,40563557,167910690,2017,13,-69436443,57910690,Ghost in the Shell,Action,-0.6312403909090909
258,2015-10-02,The Martian,108000000,228433663,655271443,2015,40,120433663,547271443,The Martian,Thriller/Suspense,1.1151265092592593
259,2016-11-23,Allied,106000000,40098064,119266661,2016,47,-65901936,13266661,Allied,Drama,-0.6217163773584906
260,2009-11-25,The Princess and the Frog,105000000,104400899,270997378,2009,48,-599101,165997378,The Princess and the Frog,Adventure,-0.005705723809523809
261,2008-03-07,"10,000 B.C.",105000000,94784201,269065678,2008,10,-10215799,164065678,"10,000 B.C.",Adventure,-0.09729332380952381
262,2016-07-22,Ice Age: Collision Course,105000000,64063008,402156682,2016,29,-40936992,297156682,Ice Age: Collision Course,Adventure,-0.3898761142857143
263,2017-09-22,Kingsman: The Golden Circle,104000000,100234838,408803696,2017,38,-3765162,304803696,Kingsman: The Golden Circle,Action,-0.03620348076923077
264,2013-05-23,The Hangover 3,103000000,112200072,362000072,2013,21,9200072,259000072,The Hangover 3,Comedy,0.08932108737864078
265,2018-03-09,A Wrinkle in Time,103000000,100478608,133401882,2018,10,-2521392,30401882,A Wrinkle in Time,Adventure,-0.024479533980582523
266,2009-07-01,Public Enemies,102500000,97104620,212282709,2009,27,-5395380,109782709,Public Enemies,Drama,-0.052637853658536585
267,2006-11-17,Casino Royale,102000000,167365000,594420283,2006,46,65365000,492420283,Casino Royale,Action,0.6408333333333334
268,2018-12-21,Bumblebee,102000000,127195589,465195589,2018,51,25195589,363195589,Bumblebee,Adventure,0.24701557843137256
269,2012-10-26,Cloud Atlas,102000000,27108272,130673154,2012,43,-74891728,28673154,Cloud Atlas,Drama,-0.7342326274509804
270,2012-12-25,Django Unchained,100000000,162805434,449948323,2012,52,62805434,349948323,Django Unchained,Western,0.62805434
271,2010-12-22,Little Fockers,100000000,148438600,310650574,2010,51,48438600,210650574,Little Fockers,Comedy,0.484386
272,2007-11-02,American Gangster,100000000,130164645,267985456,2007,44,30164645,167985456,American Gangster,Drama,0.30164645
273,2009-09-18,Cloudy with a Chance of Meatballs,100000000,124870275,236827677,2009,38,24870275,136827677,Cloudy with a Chance of Meatballs,Adventure,0.24870275
274,2010-08-06,The Other Guys,100000000,119219978,170936470,2010,31,19219978,70936470,The Other Guys,Comedy,0.19219978
275,2013-12-25,The Wolf of Wall Street,100000000,116900694,389870414,2013,52,16900694,289870414,The Wolf of Wall Street,Black Comedy,0.16900694
276,2013-05-24,Epic,100000000,107518682,262794441,2013,21,7518682,162794441,Epic,Adventure,0.07518682
277,2012-08-17,The Expendables 2,100000000,85028192,311979256,2012,33,-14971808,211979256,The Expendables 2,Action,-0.14971808
278,2009-10-16,Where the Wild Things Are,100000000,77233467,99123656,2009,42,-22766533,-876344,Where the Wild Things Are,Adventure,-0.22766533
279,2006-12-15,Eragon,100000000,75030163,249488115,2006,50,-24969837,149488115,Eragon,Adventure,-0.24969837
280,2014-07-25,Hercules,100000000,72688614,243388614,2014,30,-27311386,143388614,Hercules,Action,-0.27311386
281,2010-12-10,The Tourist,100000000,67631157,278731369,2010,49,-32368843,178731369,The Tourist,Thriller/Suspense,-0.32368843
282,2007-06-08,Surf's Up,100000000,58867694,145395745,2007,23,-41132306,45395745,Surf's Up,Adventure,-0.41132306
283,2006-12-08,Blood Diamond,100000000,57377916,171377916,2006,49,-42622084,71377916,Blood Diamond,Action,-0.42622084
284,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,2010,38,-44324687,39716717,Legend of the Guardians: The Owls of Ga'Hoole,Adventure,-0.44324687
285,2009-06-05,Land of the Lost,100000000,49438370,69548641,2009,23,-50561630,-30451359,Land of the Lost,Comedy,-0.5056163
286,2014-08-15,The Expendables 3,100000000,39322544,209461378,2014,33,-60677456,109461378,The Expendables 3,Action,-0.60677456
287,2010-03-12,Green Zone,100000000,35497337,97523020,2010,10,-64502663,-2476980,Green Zone,Drama,-0.64502663
288,2017-10-20,Geostorm,100000000,33700160,220796009,2017,42,-66299840,120796009,Geostorm,Action,-0.6629984
289,2015-12-25,Point Break,100000000,28782481,126704591,2015,52,-71217519,26704591,Point Break,Action,-0.71217519
290,2015-12-11,In the Heart of the Sea,100000000,25020758,89693309,2015,50,-74979242,-10306691,In the Heart of the Sea,Adventure,-0.74979242
291,2014-04-18,Transcendence,100000000,23022309,103039258,2014,16,-76977691,3039258,Transcendence,Thriller/Suspense,-0.76977691
292,2018-12-14,Mortal Engines,100000000,15951040,85287417,2018,50,-84048960,-14712583,Mortal Engines,Action,-0.8404896
293,2015-11-06,The Peanuts Movie,99000000,130178411,250091610,2015,45,31178411,151091610,The Peanuts Movie,Adventure,0.31493344444444443
294,2019-02-08,The LEGO Movie 2: The Second Part,99000000,105806508,190209817,2019,6,6806508,91209817,The LEGO Movie 2: The Second Part,Adventure,0.06875260606060606
295,2017-05-19,Alien: Covenant,97000000,74262031,238521247,2017,20,-22737969,141521247,Alien: Covenant,Horror,-0.23441205154639175
296,2015-03-13,Cinderella,95000000,201151353,534551353,2015,11,106151353,439551353,Cinderella,Drama,1.1173826631578947
297,2012-07-13,Ice Age: Continental Drift,95000000,161321843,879765137,2012,28,66321843,784765137,Ice Age: Continental Drift,Adventure,0.6981246631578948
298,2010-05-27,Sex and the City 2,95000000,95347692,294680778,2010,21,347692,199680778,Sex and the City 2,Comedy,0.003659915789473684
299,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,2010,6,-6231697,128050874,Percy Jackson & the Olympians: The Lightning Thief,Adventure,-0.06559681052631579
300,2012-08-10,The Campaign,95000000,86907746,104907746,2012,32,-8092254,9907746,The Campaign,Comedy,-0.08518162105263158
301,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,45,-13437058,70720921,Unstoppable,Action,-0.14144271578947368
302,2009-12-11,The Lovely Bones,95000000,44114232,94894448,2009,50,-50885768,-105552,The Lovely Bones,Drama,-0.5356396631578947
303,2016-08-19,Ben-Hur,95000000,26410477,91669648,2016,33,-68589523,-3330352,Ben-Hur,Drama,-0.7219949789473684
304,2015-02-06,Seventh Son,95000000,17725785,108874967,2015,6,-77274215,13874967,Seventh Son,Adventure,-0.8134127894736842
305,2015-02-13,Kingsman: The Secret Service,94000000,128261724,404561724,2015,7,34261724,310561724,Kingsman: The Secret Service,Action,0.3644864255319149
306,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,470986200,2011,31,83760185,377986200,Rise of the Planet of the Apes,Adventure,0.9006471505376344
307,2008-02-14,The Spiderwick Chronicles,92500000,71195053,162839667,2008,7,-21304947,70339667,The Spiderwick Chronicles,Adventure,-0.23032375135135136
308,2013-02-14,A Good Day to Die Hard,92000000,67349198,304249198,2013,7,-24650802,212249198,A Good Day to Die Hard,Action,-0.2679435
309,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,187861183,2013,52,-32763162,96861183,The Secret Life of Walter Mitty,Adventure,-0.36003474725274726
310,2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,964496193,2017,51,314508916,874496193,Jumanji: Welcome to the Jungle,Adventure,3.494543511111111
311,2009-12-25,Sherlock Holmes,90000000,209028679,498438212,2009,52,119028679,408438212,Sherlock Holmes,Adventure,1.3225408777777778
312,2009-07-01,Ice Age: Dawn of the Dinosaurs,90000000,196573705,859701857,2009,27,106573705,769701857,Ice Age: Dawn of the Dinosaurs,Adventure,1.1841522777777778
313,2018-12-14,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375380731,2018,50,100173195,285380731,Spider-Man: Into The Spider-Verse 3D,Adventure,1.1130355
314,2011-04-15,Rio,90000000,143619809,487519809,2011,15,53619809,397519809,Rio,Adventure,0.5957756555555556
315,2006-10-06,The Departed,90000000,132384315,289660619,2006,40,42384315,199660619,The Departed,Drama,0.47093683333333336
316,2008-08-13,Tropic Thunder,90000000,110515313,191145256,2008,33,20515313,101145256,Tropic Thunder,Comedy,0.2279479222222222
317,2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,239373970,2011,51,12515793,149373970,The Girl with the Dragon Tattoo,Thriller/Suspense,0.13906436666666666
318,2008-06-06,You Don't Mess With the Zohan,90000000,100018837,202910991,2008,23,10018837,112910991,You Don't Mess With the Zohan,Comedy,0.11132041111111111
319,2016-09-23,The Magnificent Seven,90000000,93432655,162525156,2016,38,3432655,72525156,The Magnificent Seven,Western,0.03814061111111111
320,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,2015,51,-4113013,159517956,Alvin and the Chipmunks: The Road Chip,Adventure,-0.045700144444444445
321,2008-12-25,Valkyrie,90000000,83107829,203932174,2008,52,-6892171,113932174,Valkyrie,Thriller/Suspense,-0.07657967777777777
322,2015-07-24,Pixels,90000000,78765986,244041804,2015,30,-11234014,154041804,Pixels,Adventure,-0.12482237777777777
323,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,2013,32,-21440446,110859554,Percy Jackson: Sea of Monsters,Adventure,-0.23822717777777777
324,2016-06-10,Now You See Me 2,90000000,65075540,328325007,2016,23,-24924460,238325007,Now You See Me 2,Thriller/Suspense,-0.27693844444444443
325,2018-03-16,Tomb Raider,90000000,58250803,273477501,2018,11,-31749197,183477501,Tomb Raider,Action,-0.35276885555555554
326,2011-08-19,Conan the Barbarian,90000000,21295021,63356133,2011,33,-68704979,-26643867,Conan the Barbarian,Action,-0.7633886555555556
327,2011-10-21,The Three Musketeers,90000000,20377913,139877913,2011,42,-69622087,49877913,The Three Musketeers,Adventure,-0.7735787444444444
328,2017-04-21,The Promise,90000000,8224288,10551417,2017,16,-81775712,-79448583,The Promise,Drama,-0.9086190222222222
329,2010-11-24,The Nutcracker in 3D,90000000,195459,20466016,2010,47,-89804541,-69533984,The Nutcracker in 3D,Musical,-0.9978282333333334
330,2018-09-14,The Predator,88000000,51024708,159487563,2018,37,-36975292,71487563,The Predator,Action,-0.42017377272727274
331,2006-11-17,Happy Feet,85000000,198000317,385000317,2006,46,113000317,300000317,Happy Feet,Adventure,1.329415494117647
332,2009-04-03,Fast & Furious,85000000,155064265,363064265,2009,14,70064265,278064265,Fast & Furious,Action,0.8242854705882353
333,2008-03-14,Horton Hears a Who,85000000,154529439,299477886,2008,11,69529439,214477886,Horton Hears a Who,Adventure,0.8179934
334,2014-03-21,Divergent,85000000,150947895,276014965,2014,12,65947895,191014965,Divergent,Adventure,0.7758575882352942
335,2012-09-28,Hotel Transylvania,85000000,148313048,378505812,2012,39,63313048,293505812,Hotel Transylvania,Adventure,0.7448593882352941
336,2007-11-21,Enchanted,85000000,127706877,340384141,2007,47,42706877,255384141,Enchanted,Romantic Comedy,0.5024338470588235
337,2012-02-10,Safe House,85000000,126181630,208542162,2012,6,41181630,123542162,Safe House,Thriller/Suspense,0.48448976470588234
338,2007-07-20,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462,2007,29,34725280,100708462,I Now Pronounce You Chuck and Larry,Comedy,0.40853270588235296
339,2007-06-08,Ocean's Thirteen,85000000,117144465,311744465,2007,23,32144465,226744465,Ocean's Thirteen,Adventure,0.37817017647058826
340,2006-09-29,Open Season,85000000,85105259,191932158,2006,39,105259,106932158,Open Season,Adventure,0.0012383411764705882
341,2011-11-04,Tower Heist,85000000,78046570,150422946,2011,44,-6953430,65422946,Tower Heist,Comedy,-0.08180505882352941
342,2012-03-30,Mirror Mirror,85000000,64935167,173613482,2012,13,-20064833,88613482,Mirror Mirror,Adventure,-0.23605685882352942
343,2006-12-08,The Holiday,85000000,63280000,205190324,2006,49,-21720000,120190324,The Holiday,Romantic Comedy,-0.2555294117647059
344,2006-06-16,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205,2006,24,-22384490,72794205,The Fast and the Furious: Tokyo Drift,Action,-0.26334694117647056
345,2011-11-23,Arthur Christmas,85000000,46462469,149717124,2011,47,-38537531,64717124,Arthur Christmas,Adventure,-0.45338271764705884
346,2017-01-20,xXx: Return of Xander Cage,85000000,44898413,345033359,2017,3,-40101587,260033359,xXx: Return of Xander Cage,Action,-0.4717833764705882
347,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,2010,30,-41414247,28026383,Cats & Dogs: The Revenge of Kitty Galore,Adventure,-0.48722643529411763
348,2007-03-02,Zodiac,85000000,33080084,83080084,2007,9,-51919916,-1919916,Zodiac,Thriller/Suspense,-0.6108225411764706
349,2010-08-13,Scott Pilgrim vs. The World,85000000,31611316,48056764,2010,32,-53388684,-36943236,Scott Pilgrim vs. The World,Comedy,-0.6281021647058823
350,2017-12-20,The Greatest Showman,84000000,174340174,386665550,2017,51,90340174,302665550,The Greatest Showman,Musical,1.0754782619047618
351,2013-07-19,RED 2,84000000,53262560,141507355,2013,29,-30737440,57507355,RED 2,Action,-0.3659219047619048
352,2006-06-23,Click,82500000,137355633,237685089,2006,25,54855633,155185089,Click,Comedy,0.6649167636363637
353,2006-12-15,Charlotte's Web,82500000,82985708,143985708,2006,50,485708,61485708,Charlotte's Web,Drama,0.005887369696969697
354,2008-02-14,Jumper,82500000,80172128,222640812,2008,7,-2327872,140140812,Jumper,Adventure,-0.0282166303030303
355,2008-07-11,Hellboy II: The Golden Army,82500000,75986503,160388063,2008,28,-6513497,77888063,Hellboy II: The Golden Army,Action,-0.07895147878787878
356,2010-08-13,The Expendables,82000000,103068524,268268174,2010,32,21068524,186268174,The Expendables,Action,0.2569332195121951
357,2012-03-23,The Hunger Games,80000000,408010692,677923379,2012,12,328010692,597923379,The Hunger Games,Thriller/Suspense,4.10013365
358,2011-05-26,The Hangover Part II,80000000,254464305,586464305,2011,21,174464305,506464305,The Hangover Part II,Comedy,2.1808038125
359,2017-02-10,The Lego Batman Movie,80000000,175750384,310660018,2017,6,95750384,230660018,The Lego Batman Movie,Adventure,1.1968798
360,2015-09-25,Hotel Transylvania 2,80000000,169700110,469500298,2015,39,89700110,389500298,Hotel Transylvania 2,Adventure,1.121251375
361,2013-07-12,Grown Ups 2,80000000,133668525,247023808,2013,28,53668525,167023808,Grown Ups 2,Comedy,0.6708565625
362,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,2011,50,53107389,269088523,Alvin and the Chipmunks: Chipwrecked,Adventure,0.6638423625
363,2008-06-20,Get Smart,80000000,130319208,226739416,2008,25,50319208,146739416,Get Smart,Comedy,0.6289901
364,2010-02-19,Shutter Island,80000000,128012934,299461782,2010,7,48012934,219461782,Shutter Island,Thriller/Suspense,0.600161675
365,2008-11-26,Four Christmases,80000000,120146040,168311558,2008,48,40146040,88311558,Four Christmases,Comedy,0.5018255
366,2008-12-25,Bedtime Stories,80000000,110101975,221468935,2008,52,30101975,141468935,Bedtime Stories,Adventure,0.3762746875
367,2011-02-11,Just Go With It,80000000,103028109,214974953,2011,6,23028109,134974953,Just Go With It,Romantic Comedy,0.2878513625
368,2008-09-26,Eagle Eye,80000000,101440743,180585259,2008,39,21440743,100585259,Eagle Eye,Thriller/Suspense,0.2680092875
369,2010-12-17,Yogi Bear,80000000,100246011,204774690,2010,50,20246011,124774690,Yogi Bear,Adventure,0.2530751375
370,2010-01-15,The Book of Eli,80000000,94835059,158750817,2010,2,14835059,78750817,The Book of Eli,Action,0.1854382375
371,2014-10-17,Fury,80000000,85817906,210315681,2014,42,5817906,130315681,Fury,Drama,0.072723825
372,2018-09-28,Smallfoot,80000000,83240103,213686569,2018,39,3240103,133686569,Smallfoot,Adventure,0.0405012875
373,2006-02-10,The Pink Panther,80000000,82226474,158926474,2006,6,2226474,78926474,The Pink Panther,Adventure,0.027830925
374,2011-07-08,Zookeeper,80000000,80360866,170805525,2011,27,360866,90805525,Zookeeper,Romantic Comedy,0.004510825
375,2008-12-12,The Day the Earth Stood Still,80000000,79366978,237370350,2008,50,-633022,157370350,The Day the Earth Stood Still,Adventure,-0.007912775
376,2009-09-25,Surrogates,80000000,38577772,119668350,2009,39,-41422228,39668350,Surrogates,Action,-0.51777785
377,2006-04-14,The Wild,80000000,37384046,99010667,2006,15,-42615954,19010667,The Wild,Adventure,-0.532699425
378,2013-12-20,Walking with Dinosaurs,80000000,36076121,123368842,2013,51,-43923879,43368842,Walking with Dinosaurs,Adventure,-0.5490484875
379,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,2015,43,-52632340,50818912,The Last Witch Hunter,Action,-0.65790425
380,2014-02-21,Pompeii,80000000,23169033,108469033,2014,8,-56830967,28469033,Pompeii,Drama,-0.7103870875
381,2009-12-18,Nine,80000000,19676965,53508858,2009,51,-60323035,-26491142,Nine,Musical,-0.7540379375
382,2010-04-22,Oceans,80000000,19422319,86787530,2010,16,-60577681,6787530,Oceans,Documentary,-0.7572210125
383,2007-01-12,Arthur et les Minimoys,80000000,15132763,113325743,2007,2,-64867237,33325743,Arthur et les Minimoys,Adventure,-0.8108404625
384,2007-08-17,The Invasion,80000000,15074191,40147042,2007,33,-64925809,-39852958,The Invasion,Thriller/Suspense,-0.8115726125
385,2012-02-10,Journey 2: The Mysterious Island,79000000,103860290,318146162,2012,6,24860290,239146162,Journey 2: The Mysterious Island,Adventure,0.3146872151898734
386,2011-11-11,Jack and Jill,79000000,74158157,150519217,2011,45,-4841843,71519217,Jack and Jill,Comedy,-0.06128915189873418
387,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,2013,39,41793567,196392649,Cloudy with a Chance of Meatballs 2,Adventure,0.5358149615384615
388,2016-02-12,The Little Prince,77500000,1311213,102028919,2016,6,-76188787,24528919,The Little Prince,Adventure,-0.9830811225806452
389,2019-01-22,Renegades,77500000,0,1521672,2019,4,-77500000,-75978328,Renegades,Action,-1.0
390,2018-07-20,The Equalizer 2,77000000,102084362,190453132,2018,29,25084362,113453132,The Equalizer 2,Action,0.32577093506493504
391,2013-07-03,Despicable Me 2,76000000,368065385,975216835,2013,27,292065385,899216835,Despicable Me 2,Adventure,3.842965592105263
392,2006-12-25,Children of Men,76000000,35552383,69845011,2006,52,-40447617,-6154989,Children of Men,Thriller/Suspense,-0.5322054868421052
393,2016-07-08,The Secret Life of Pets,75000000,368384330,886606412,2016,27,293384330,811606412,The Secret Life of Pets,Adventure,3.911791066666667
394,2016-12-21,Sing,75000000,270329045,634454789,2016,51,195329045,559454789,Sing,Adventure,2.6043872666666665
395,2017-06-30,Despicable Me 3,75000000,264624300,1034727750,2017,26,189624300,959727750,Despicable Me 3,Adventure,2.528324
396,2006-03-31,Ice Age: The Meltdown,75000000,195330621,651899282,2006,13,120330621,576899282,Ice Age: The Meltdown,Adventure,1.60440828
397,2010-06-25,Grown Ups,75000000,162001186,272223430,2010,25,87001186,197223430,Grown Ups,Comedy,1.1600158133333334
398,2008-06-27,Wanted,75000000,134508551,342416460,2008,26,59508551,267416460,Wanted,Action,0.7934473466666667
399,2007-07-20,Hairspray,75000000,118871849,203035572,2007,29,43871849,128035572,Hairspray,Musical,0.5849579866666667
400,2013-05-31,Now You See Me,75000000,117723989,342769200,2013,22,42723989,267769200,Now You See Me,Thriller/Suspense,0.5696531866666666
401,2006-12-15,Dreamgirls,75000000,103365956,155708695,2006,50,28365956,80708695,Dreamgirls,Musical,0.37821274666666665
402,2018-08-03,Christopher Robin,75000000,99215042,197504758,2018,31,24215042,122504758,Christopher Robin,Adventure,0.3228672266666667
403,2011-11-11,Immortals,75000000,83504017,211562435,2011,45,8504017,136562435,Immortals,Action,0.11338689333333334
404,2006-07-21,Monster House,75000000,73661010,141267370,2006,29,-1338990,66267370,Monster House,Adventure,-0.0178532
405,2007-12-21,Charlie Wilson's War,75000000,66661095,119512771,2007,51,-8338905,44512771,Charlie Wilson's War,Drama,-0.1111854
406,2010-06-04,Killers,75000000,47059963,95572749,2010,22,-27940037,20572749,Killers,Action,-0.3725338266666667
407,2015-08-14,The Man From U.N.C.L.E.,75000000,45445109,104949584,2015,33,-29554891,29949584,The Man From U.N.C.L.E.,Action,-0.39406521333333333
408,2006-07-21,Lady in the Water,75000000,42285169,72785169,2006,29,-32714831,-2214831,Lady in the Water,Drama,-0.43619774666666666
409,2011-03-25,Sucker Punch,75000000,36392502,89758389,2011,12,-38607498,14758389,Sucker Punch,Action,-0.51476664
410,2016-10-28,Inferno,75000000,34343574,219519367,2016,43,-40656426,144519367,Inferno,Thriller/Suspense,-0.54208568
411,2015-07-10,Minions,74000000,336045770,1160336173,2015,28,262045770,1086336173,Minions,Adventure,3.541159054054054
