,Release Date,Movie,Budget,Domestic Gross,Worldwide Gross,Year,Week,Dom_Profits,WW_Profits,movie_name,genre,%ROI
412,2015-02-06,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,2015,6,88994032,237013181,The SpongeBob Movie: Sponge Out of Water,Adventure,1.202622054054054
413,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525,2006,31,75213377,89870525,Talladega Nights: The Ballad of Ricky Bobby,Comedy,1.0303202328767123
414,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,2016,20,34509366,279327887,The Angry Birds Movie,Adventure,0.4727310410958904
415,2007-07-27,The Simpsons Movie,72500000,183135014,527071022,2007,30,110635014,454571022,The Simpsons Movie,Adventure,1.5260001931034484
416,2008-02-08,Fool's Gold,72500000,70231041,109362966,2008,6,-2268959,36862966,Fool's Gold,Adventure,-0.03129598620689655
417,2009-07-31,Funny People,72500000,51855045,71880305,2009,31,-20644955,-619695,Funny People,Comedy,-0.284758
418,2007-09-28,The Kingdom,72500000,47467250,86802457,2007,39,-25032750,14302457,The Kingdom,Action,-0.34527931034482756
419,2009-12-23,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213,2009,52,149614612,373483213,Alvin and the Chipmunks: The Squeakquel,Adventure,2.1373516
420,2009-08-21,Inglourious Basterds,70000000,120774594,316915264,2009,34,50774594,246915264,Inglourious Basterds,Action,0.7253513428571429
421,2013-03-22,Olympus Has Fallen,70000000,98927592,172878928,2013,12,28927592,102878928,Olympus Has Fallen,Thriller/Suspense,0.41325131428571427
422,2011-03-11,Battle: Los Angeles,70000000,83552429,213463976,2011,10,13552429,143463976,Battle: Los Angeles,Action,0.19360612857142856
423,2011-12-25,War Horse,70000000,79883359,156815529,2011,51,9883359,86815529,War Horse,Drama,0.14119084285714287
424,2014-02-07,The Monuments Men,70000000,78031620,158702748,2014,6,8031620,88702748,The Monuments Men,Drama,0.11473742857142857
425,2016-09-23,Storks,70000000,72679278,183353431,2016,38,2679278,113353431,Storks,Adventure,0.0382754
426,2012-01-20,Underworld: Awakening,70000000,62321039,160379930,2012,3,-7678961,90379930,Underworld: Awakening,Action,-0.10969944285714285
427,2017-09-22,The Lego Ninjago Movie,70000000,59281555,122737201,2017,38,-10718445,52737201,The Lego Ninjago Movie,Adventure,-0.15312064285714286
428,2014-10-10,Dracula Untold,70000000,55991880,220241723,2014,41,-14008120,150241723,Dracula Untold,Action,-0.200116
429,2006-09-29,The Guardian,70000000,55011732,94973540,2006,39,-14988268,24973540,The Guardian,Action,-0.21411811428571428
430,2010-09-24,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619,2010,38,-17525384,67431619,Wall Street 2: Money Never Sleeps,Drama,-0.25036262857142855
431,2011-01-14,The Dilemma,70000000,48475290,70546865,2011,2,-21524710,546865,The Dilemma,Comedy,-0.30749585714285715
432,2007-08-10,Stardust,70000000,38634938,137022245,2007,32,-31365062,67022245,Stardust,Adventure,-0.4480723142857143
433,2012-06-15,Rock of Ages,70000000,38518613,61031932,2012,24,-31481387,-8968068,Rock of Ages,Musical,-0.4497341
434,2007-09-14,The Brave One,70000000,36793804,69792704,2007,37,-33206196,-207296,The Brave One,Drama,-0.4743742285714286
435,2016-01-29,The Finest Hours,70000000,27569558,49252761,2016,4,-42430442,-20747239,The Finest Hours,Thriller/Suspense,-0.6061491714285714
436,2013-10-18,Escape Plan,70000000,25135965,103735965,2013,42,-44864035,33735965,Escape Plan,Thriller/Suspense,-0.6409147857142857
437,2011-09-23,Killer Elite,70000000,25124986,65409046,2011,38,-44875014,-4590954,Killer Elite,Action,-0.6410716285714285
438,2014-01-10,The Legend of Hercules,70000000,18848538,58953319,2014,2,-51151462,-11046681,The Legend of Hercules,Adventure,-0.7307351714285715
439,2007-04-27,Next,70000000,18211013,73591500,2007,17,-51788987,3591500,Next,Action,-0.7398426714285714
440,2015-01-16,Blackhat,70000000,8005980,19665004,2015,3,-61994020,-50334996,Blackhat,Thriller/Suspense,-0.8856288571428571
441,2006-03-31,Basic Instinct 2,70000000,5946136,35417162,2006,13,-64053864,-34582838,Basic Instinct 2,Thriller/Suspense,-0.9150552
442,2010-05-28,Agora,70000000,619423,38992292,2010,21,-69380577,-31007708,Agora,Drama,-0.9911511
443,2010-07-09,Despicable Me,69000000,251513985,543464573,2010,27,182513985,474464573,Despicable Me,Adventure,2.6451302173913045
444,2010-07-30,Dinner for Schmucks,69000000,73026337,86796502,2010,30,4026337,17796502,Dinner for Schmucks,Comedy,0.05835271014492754
445,2018-03-02,Red Sparrow,69000000,46874505,145951861,2018,9,-22125495,76951861,Red Sparrow,Thriller/Suspense,-0.32065934782608696
446,2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,706102828,2010,26,232531751,638102828,The Twilight Saga: Eclipse,Drama,3.419584573529412
447,2015-06-26,Ted 2,68000000,81476385,217214143,2015,26,13476385,149214143,Ted 2,Comedy,0.1981821323529412
448,2011-02-25,Hall Pass,68000000,45060734,87173475,2011,8,-22939266,19173475,Hall Pass,Comedy,-0.33734214705882354
449,2017-12-22,Downsizing,68000000,24449754,54462971,2017,51,-43550246,-13537029,Downsizing,Comedy,-0.6404447941176471
450,2012-03-02,Doctor Seuss' The Lorax,67500000,214030500,350976753,2012,9,146530500,283476753,Doctor Seuss' The Lorax,Adventure,2.170822222222222
451,2008-10-10,Body of Lies,67500000,39394666,118556530,2008,41,-28105334,51056530,Body of Lies,Thriller/Suspense,-0.4163753185185185
452,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,2012,25,-29980861,69989730,Abraham Lincoln: Vampire Hunter,Horror,-0.4441609037037037
453,2007-08-17,The Last Legion,67000000,5932060,25357771,2007,33,-61067940,-41642229,The Last Legion,Action,-0.9114617910447761
454,2014-03-14,Need for Speed,66000000,43568507,194169619,2014,11,-22431493,128169619,Need for Speed,Action,-0.33987110606060605
455,2012-11-09,Lincoln,65000000,182207973,273346281,2012,45,117207973,208346281,Lincoln,Drama,1.8031995846153845
456,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527067879,2018,28,102500092,462067879,Hotel Transylvania 3: Summer Vacation,Adventure,1.5769244923076924
457,2012-12-25,Les Miserables,65000000,148809770,442169052,2012,52,83809770,377169052,Les Miserables,Musical,1.289381076923077
458,2014-12-25,Unbroken,65000000,115637895,163527824,2014,52,50637895,98527824,Unbroken,Drama,0.7790445384615384
459,2015-06-05,Spy!,65000000,110825712,232585748,2015,23,45825712,167585748,Spy!,Comedy,0.7050109538461539
460,2010-11-05,Due Date,65000000,100539043,211739043,2010,44,35539043,146739043,Due Date,Comedy,0.5467545076923077
461,2008-07-25,Step Brothers,65000000,100468793,128468793,2008,30,35468793,63468793,Step Brothers,Comedy,0.5456737384615384
462,2014-12-19,Annie,65000000,85911262,139829625,2014,51,20911262,74829625,Annie,Musical,0.3217117230769231
463,2006-08-09,World Trade Center,65000000,70278893,163295654,2006,32,5278893,98295654,World Trade Center,Drama,0.08121373846153847
464,2012-05-16,The Dictator,65000000,59650222,180148897,2012,20,-5349778,115148897,The Dictator,Comedy,-0.08230427692307693
465,2012-02-17,This Means War,65000000,54760791,156974557,2012,7,-10239209,91974557,This Means War,Romantic Comedy,-0.1575262923076923
466,2015-02-27,Focus,65000000,53862963,168065700,2015,9,-11137037,103065700,Focus,Romantic Comedy,-0.17133903076923077
467,2012-11-21,Red Dawn,65000000,44806783,48164150,2012,47,-20193217,-16835850,Red Dawn,Action,-0.3106648769230769
468,2006-12-22,We Are Marshall,65000000,43545364,43545364,2006,51,-21454636,-21454636,We Are Marshall,Drama,-0.33007132307692305
469,2015-09-18,Everest,65000000,43482270,221297061,2015,38,-21517730,156297061,Everest,Thriller/Suspense,-0.331042
470,2012-09-14,Resident Evil: Retribution,65000000,42345531,240647629,2012,37,-22654469,175647629,Resident Evil: Retribution,Action,-0.34853029230769234
471,2008-08-22,Death Race,65000000,36316032,72516819,2008,34,-28683968,7516819,Death Race,Action,-0.44129181538461537
472,2009-10-23,Astro Boy,65000000,19551067,41636243,2009,43,-45448933,-23363757,Astro Boy,Adventure,-0.6992143538461538
473,2014-01-24,"I, Frankenstein",65000000,19075290,74575290,2014,4,-45924710,9575290,"I, Frankenstein",Action,-0.706534
474,2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,40650842,2014,34,-51242196,-24349158,Sin City: A Dame to Kill For,Action,-0.7883414769230769
475,2016-12-25,Live by Night,65000000,10378555,21774432,2016,51,-54621445,-43225568,Live by Night,Drama,-0.8403299230769231
476,2015-09-04,Tian jiang xiong shi,65000000,74070,122519874,2015,36,-64925930,57519874,Tian jiang xiong shi,Action,-0.9988604615384615
477,2006-07-14,Little Man,64000000,58636047,101636047,2006,28,-5363953,37636047,Little Man,Comedy,-0.083811765625
478,2006-12-27,Perfume: The Story of a Murderer,63700000,2223293,133603463,2006,52,-61476707,69903463,Perfume: The Story of a Murderer,Drama,-0.9650974411302983
479,2011-04-01,Hop,63000000,108085305,188657593,2011,13,45085305,125657593,Hop,Adventure,0.7156397619047619
480,2017-09-15,American Assassin,63000000,36249674,68310140,2017,37,-26750326,5310140,American Assassin,Thriller/Suspense,-0.4246083492063492
481,2015-12-25,The Hateful Eight,62000000,54117416,147864886,2015,52,-7882584,85864886,The Hateful Eight,Western,-0.1271384516129032
482,2008-06-20,The Love Guru,62000000,32235793,40159017,2008,25,-29764207,-21840983,The Love Guru,Comedy,-0.4800678548387097
483,2014-10-03,Gone Girl,61000000,167767189,368567189,2014,40,106767189,307567189,Gone Girl,Thriller/Suspense,1.7502817868852458
484,2007-03-30,Blades of Glory,61000000,118594548,145594548,2007,13,57594548,84594548,Blades of Glory,Comedy,0.9441729180327869
485,2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,310566162,2015,38,20697192,249566162,Maze Runner: The Scorch Trials,Thriller/Suspense,0.3392982295081967
486,2013-08-02,2 Guns,61000000,75612460,132493015,2013,31,14612460,71493015,2 Guns,Action,0.23954852459016393
487,2018-01-26,Maze Runner: The Death Cure,61000000,58032443,265878536,2018,4,-2967557,204878536,Maze Runner: The Death Cure,Thriller/Suspense,-0.048648475409836064
488,2016-02-19,Mei Ren Yu,60720000,3229457,554516671,2016,7,-57490543,493796671,Mei Ren Yu,Romantic Comedy,-0.9468139492753623
489,2014-02-07,The Lego Movie,60000000,257784718,457729388,2014,6,197784718,397729388,The Lego Movie,Adventure,3.2964119666666667
490,2007-03-09,300,60000000,210614939,454161935,2007,10,150614939,394161935,300,Action,2.5102489833333332
491,2007-03-02,Wild Hogs,60000000,168213584,253555383,2007,9,108213584,193555383,Wild Hogs,Comedy,1.8035597333333333
492,2008-12-25,Marley & Me,60000000,143153751,247812011,2008,52,83153751,187812011,Marley & Me,Comedy,1.38589585
493,2016-09-09,Sully,60000000,125070033,238524556,2016,36,65070033,178524556,Sully,Drama,1.08450055
494,2009-10-09,Couples Retreat,60000000,109205660,172450423,2009,41,49205660,112450423,Couples Retreat,Comedy,0.8200943333333334
495,2010-10-15,Red,60000000,90380162,196439693,2010,41,30380162,136439693,Red,Action,0.5063360333333333
496,2010-08-13,Eat Pray Love,60000000,80574010,206598789,2010,32,20574010,146598789,Eat Pray Love,Drama,0.3429001666666667
497,2012-12-21,Jack Reacher,60000000,80070736,217370736,2012,51,20070736,157370736,Jack Reacher,Drama,0.33451226666666667
498,2011-09-09,Contagion,60000000,75658097,137551594,2011,36,15658097,77551594,Contagion,Thriller/Suspense,0.26096828333333333
499,2009-02-06,Coraline,60000000,75286229,126037057,2009,6,15286229,66037057,Coraline,Adventure,0.25477048333333335
500,2009-10-28,Michael Jackson's This Is It,60000000,72091016,252091016,2009,44,12091016,192091016,Michael Jackson's This Is It,Documentary,0.20151693333333334
501,2008-06-13,The Happening,60000000,64506874,162778384,2008,24,4506874,102778384,The Happening,Thriller/Suspense,0.07511456666666666
502,2016-03-04,London Has Fallen,60000000,62524260,195194085,2016,9,2524260,135194085,London Has Fallen,Action,0.042071
503,2006-03-10,The Shaggy Dog,60000000,61123569,87123569,2006,10,1123569,27123569,The Shaggy Dog,Comedy,0.01872615
504,2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,159946489,2016,42,-1302924,99946489,Jack Reacher: Never Go Back,Action,-0.0217154
505,2017-05-25,Baywatch,60000000,58060186,175863783,2017,21,-1939814,115863783,Baywatch,Comedy,-0.03233023333333333
506,2015-12-25,Joy,60000000,56451232,101134059,2015,52,-3548768,41134059,Joy,Drama,-0.05914613333333334
507,2012-08-17,ParaNorman,60000000,56003051,108119662,2012,33,-3996949,48119662,ParaNorman,Adventure,-0.06661581666666666
508,2008-12-19,The Tale of Despereaux,60000000,50877145,90482317,2008,51,-9122855,30482317,The Tale of Despereaux,Adventure,-0.15204758333333335
509,2014-09-26,The Boxtrolls,60000000,50837305,111946251,2014,39,-9162695,51946251,The Boxtrolls,Adventure,-0.15271158333333335
510,2017-08-04,The Dark Tower,60000000,50701325,113461527,2017,31,-9298675,53461527,The Dark Tower,Western,-0.15497791666666666
511,2014-01-17,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,2014,3,-9422588,71377412,Jack Ryan: Shadow Recruit,Action,-0.15704313333333333
512,2018-12-25,Vice,60000000,47836282,70883171,2018,52,-12163718,10883171,Vice,Black Comedy,-0.20272863333333332
513,2007-03-23,Shooter,60000000,47003582,95538560,2007,12,-12996418,35538560,Shooter,Thriller/Suspense,-0.21660696666666668
514,2013-01-11,Gangster Squad,60000000,46000903,104100903,2013,2,-13999097,44100903,Gangster Squad,Drama,-0.23331828333333332
515,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,2017,14,-14979718,137578586,Smurfs: The Lost Village,Adventure,-0.24966196666666668
516,2018-10-12,First Man,60000000,44936545,105212037,2018,41,-15063455,45212037,First Man,Drama,-0.25105758333333333
517,2009-06-19,Year One,60000000,43337279,57604723,2009,25,-16662721,-2395277,Year One,Comedy,-0.2777120166666667
518,2010-01-29,Edge of Darkness,60000000,43313890,82812456,2010,4,-16686110,22812456,Edge of Darkness,Drama,-0.2781018333333333
519,2009-11-20,Planet 51,60000000,42194060,108996113,2009,47,-17805940,48996113,Planet 51,Adventure,-0.29676566666666665
520,2009-03-20,Duplicity,60000000,40572825,81079566,2009,12,-19427175,21079566,Duplicity,Thriller/Suspense,-0.32378625
521,2008-09-12,Righteous Kill,60000000,40081410,78481410,2008,37,-19918590,18481410,Righteous Kill,Thriller/Suspense,-0.3319765
522,2009-12-11,Invictus,60000000,37491364,124514011,2009,50,-22508636,64514011,Invictus,Drama,-0.37514393333333335
523,2009-04-17,State of Play,60000000,37017955,88832210,2009,16,-22982045,28832210,State of Play,Thriller/Suspense,-0.38303408333333333
524,2006-04-21,The Sentinel,60000000,36280697,78080697,2006,16,-23719303,18080697,The Sentinel,Thriller/Suspense,-0.39532171666666666
525,2012-09-21,Trouble with the Curve,60000000,35763137,47818913,2012,38,-24236863,-12181087,Trouble with the Curve,Drama,-0.4039477166666667
526,2009-04-24,The Soloist,60000000,31853584,38522450,2009,17,-28146416,-21477550,The Soloist,Drama,-0.4691069333333333
527,2013-08-21,The Mortal Instruments: City of Bones,60000000,31165421,75965567,2013,34,-28834579,15965567,The Mortal Instruments: City of Bones,Adventure,-0.48057631666666667
528,2011-05-13,Priest,60000000,29136626,84154026,2011,19,-30863374,24154026,Priest,Horror,-0.5143895666666667
529,2006-09-15,The Black Dahlia,60000000,22672813,49238525,2006,37,-37327187,-10761475,The Black Dahlia,Thriller/Suspense,-0.6221197833333333
530,2008-12-25,The Spirit,60000000,19806188,39006188,2008,52,-40193812,-20993812,The Spirit,Action,-0.6698968666666667
531,2009-01-23,Inkheart,60000000,17303424,66655938,2009,4,-42696576,6655938,Inkheart,Adventure,-0.7116096
532,2006-09-22,Flyboys,60000000,13090630,14816379,2006,38,-46909370,-45183621,Flyboys,Drama,-0.7818228333333334
533,2014-02-14,Winter's Tale,60000000,12600231,29575033,2014,7,-47399769,-30424967,Winter's Tale,Drama,-0.78999615
534,2008-07-11,Meet Dave,60000000,11803254,50648806,2008,28,-48196746,-9351194,Meet Dave,Adventure,-0.8032791
535,2017-02-24,Rock Dog,60000000,9420546,24148488,2017,8,-50579454,-35851512,Rock Dog,Adventure,-0.8429909
536,2015-01-23,Mortdecai,60000000,7696134,30396134,2015,4,-52303866,-29603866,Mortdecai,Adventure,-0.8717311
537,2008-01-11,In the Name of the King: A Dungeon Siege Tale,60000000,4775656,13233220,2008,2,-55224344,-46766780,In the Name of the King: A Dungeon Siege Tale,Action,-0.9204057333333333
538,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,2016,5,-59290018,134058503,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,Action,-0.9881669666666667
539,2018-03-23,Sherlock Gnomes,59000000,43242871,87527651,2018,12,-15757129,28527651,Sherlock Gnomes,Adventure,-0.26706998305084745
540,2019-01-25,The Kid Who Would Be King,59000000,16790790,28296983,2019,4,-42209210,-30703017,The Kid Who Would Be King,Adventure,-0.7154103389830508
541,2016-02-12,Deadpool,58000000,363070709,801025593,2016,6,305070709,743025593,Deadpool,Action,5.259839810344827
542,2014-12-25,American Sniper,58000000,350126372,547326372,2014,52,292126372,489326372,American Sniper,Drama,5.036661586206897
543,2015-10-16,Goosebumps,58000000,80069458,158905324,2015,42,22069458,100905324,Goosebumps,Horror,0.3805078965517241
544,2012-01-20,Red Tails,58000000,49876377,50365498,2012,3,-8123623,-7634502,Red Tails,Action,-0.14006246551724139
545,2013-06-07,The Internship,58000000,44672764,93672764,2013,23,-13327236,35672764,The Internship,Comedy,-0.22977993103448277
546,2008-04-04,Leatherheads,58000000,31373938,41348628,2008,14,-26626062,-16651372,Leatherheads,Romantic Comedy,-0.4590700344827586
547,2017-03-24,Life,58000000,30234022,100929666,2017,12,-27765978,42929666,Life,Thriller/Suspense,-0.47872375862068967
548,2009-12-18,Did You Hear About the Morgans?,58000000,29580087,80480566,2009,51,-28419913,22480566,Did You Hear About the Morgans?,Romantic Comedy,-0.4899985
549,2008-12-12,"Che, Part 1: The Argentine",58000000,1802521,31627370,2008,50,-56197479,-26372630,"Che, Part 1: The Argentine",Drama,-0.9689220517241379
550,2008-05-30,Sex and the City,57500000,152647258,415247258,2008,22,95147258,357747258,Sex and the City,Comedy,1.6547349217391305
551,2010-09-10,Resident Evil: Afterlife,57500000,60128566,295874190,2010,36,2628566,238374190,Resident Evil: Afterlife,Horror,0.045714191304347826
552,2012-06-15,That's My Boy,57500000,36931089,58085235,2012,24,-20568911,585235,That's My Boy,Comedy,-0.35772019130434785
553,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,2012,7,-5225998,92217355,Ghost Rider: Spirit of Vengeance,Action,-0.09168417543859649
554,2014-12-25,Into the Woods,56200000,128002372,213116401,2014,52,71802372,156916401,Into the Woods,Musical,1.2776222775800712
555,2016-01-22,Zhuo yao ji,56000000,32766,359495591,2016,3,-55967234,303495591,Zhuo yao ji,Adventure,-0.9994148928571429
556,2007-12-14,Alvin and the Chipmunks,55000000,217326974,362605033,2007,50,162326974,307605033,Alvin and the Chipmunks,Adventure,2.951399527272727
557,2018-11-02,Bohemian Rhapsody,55000000,216303339,893745898,2018,44,161303339,838745898,Bohemian Rhapsody,Drama,2.9327879818181817
558,2006-12-15,The Pursuit of Happyness,55000000,162586036,307311093,2006,50,107586036,252311093,The Pursuit of Happyness,Drama,1.9561097454545455
559,2017-02-10,Fifty Shades Darker,55000000,114434010,381398492,2017,6,59434010,326398492,Fifty Shades Darker,Drama,1.0806183636363635
560,2013-10-11,Captain Phillips,55000000,107136417,220648184,2013,41,52136417,165648184,Captain Phillips,Drama,0.9479348545454546
561,2017-11-10,Murder on the Orient Express,55000000,102826543,345922730,2017,45,47826543,290922730,Murder on the Orient Express,Drama,0.8695735090909091
562,2014-09-26,The Equalizer,55000000,101530738,192903624,2014,39,46530738,137903624,The Equalizer,Action,0.8460134181818182
563,2018-02-09,Fifty Shades Freed,55000000,100407760,371350619,2018,6,45407760,316350619,Fifty Shades Freed,Drama,0.8255956363636363
564,2010-04-09,Date Night,55000000,98711404,152269033,2010,14,43711404,97269033,Date Night,Comedy,0.7947528
565,2015-01-16,Paddington,55000000,76223578,258789097,2015,3,21223578,203789097,Paddington,Adventure,0.38588323636363636
566,2006-04-28,R.V.,55000000,71724497,87473024,2006,17,16724497,32473024,R.V.,Adventure,0.30408176363636363
567,2011-06-17,Mr. Poppers's Penguins,55000000,68224452,189624452,2011,24,13224452,134624452,Mr. Poppers's Penguins,Adventure,0.24044458181818182
568,2013-11-01,Free Birds,55000000,55750480,110387072,2013,44,750480,55387072,Free Birds,Adventure,0.013645090909090909
569,2008-04-18,The Forbidden Kingdom,55000000,52075270,129075270,2008,16,-2924730,74075270,The Forbidden Kingdom,Action,-0.053176909090909094
570,2014-03-21,Muppets Most Wanted,55000000,51178893,79312301,2014,12,-3821107,24312301,Muppets Most Wanted,Adventure,-0.06947467272727273
571,2016-08-19,Kubo and the Two Strings,55000000,48023088,77548122,2016,33,-6976912,22548122,Kubo and the Two Strings,Adventure,-0.12685294545454545
572,2010-11-24,Burlesque,55000000,39440655,90552675,2010,47,-15559345,35552675,Burlesque,Drama,-0.2828971818181818
573,2008-10-24,Changeling,55000000,35739802,113805580,2008,43,-19260198,58805580,Changeling,Thriller/Suspense,-0.3501854181818182
574,2012-07-27,The Watch,55000000,34353000,67130045,2012,30,-20647000,12130045,The Watch,Comedy,-0.3754
575,2008-02-29,Semi-Pro,55000000,33479698,43980363,2008,9,-21520302,-11019637,Semi-Pro,Comedy,-0.3912782181818182
576,2018-02-23,Annihilation,55000000,32732301,43070915,2018,8,-22267699,-11929085,Annihilation,Thriller/Suspense,-0.4048672545454545
577,2015-10-16,Crimson Peak,55000000,31090320,74966854,2015,42,-23909680,19966854,Crimson Peak,Horror,-0.4347214545454545
578,2012-04-27,The Pirates! Band of Misfits,55000000,31051126,136143605,2012,17,-23948874,81143605,The Pirates! Band of Misfits,Adventure,-0.43543407272727275
579,2007-10-12,Elizabeth: The Golden Age,55000000,16285240,74870866,2007,41,-38714760,19870866,Elizabeth: The Golden Age,Drama,-0.7039047272727272
580,2009-06-12,Imagine That,55000000,16222392,22438144,2009,24,-38777608,-32561856,Imagine That,Adventure,-0.7050474181818182
581,2013-02-01,Bullet to the Head,55000000,9489829,22597969,2013,5,-45510171,-32402031,Bullet to the Head,Action,-0.8274576545454545
582,2006-09-22,All the King's Men,55000000,7221458,9521458,2006,38,-47778542,-45478542,All the King's Men,Drama,-0.8687007636363636
583,2007-05-04,Lucky You,55000000,5755286,6521829,2007,18,-49244714,-48478171,Lucky You,Drama,-0.8953584363636363
584,2006-07-14,"You, Me and Dupree",54000000,75802010,130402010,2006,28,21802010,76402010,"You, Me and Dupree",Comedy,0.4037409259259259
585,2008-12-19,Seven Pounds,54000000,69951824,166617328,2008,51,15951824,112617328,Seven Pounds,Drama,0.29540414814814814
586,2009-10-16,Law Abiding Citizen,53000000,73357727,131159781,2009,42,20357727,78159781,Law Abiding Citizen,Thriller/Suspense,0.38410805660377356
587,2015-09-18,Black Mass,53000000,62575678,98837872,2015,38,9575678,45837872,Black Mass,Drama,0.18067316981132076
588,2006-10-20,Flags of Our Fathers,53000000,33602376,63657941,2006,42,-19397624,10657941,Flags of Our Fathers,Drama,-0.36599290566037734
589,2007-04-06,Grindhouse,53000000,25031037,50187789,2007,14,-27968963,-2812211,Grindhouse,Horror,-0.527716283018868
590,2012-12-19,Zero Dark Thirty,52500000,95720716,134612435,2012,51,43220716,82112435,Zero Dark Thirty,Drama,0.8232517333333333
591,2008-07-18,Mamma Mia!,52000000,144130063,615748772,2008,29,92130063,563748772,Mamma Mia!,Musical,1.7717319807692307
592,2006-06-02,The Break-Up,52000000,118703275,205727307,2006,22,66703275,153727307,The Break-Up,Romantic Comedy,1.2827552884615385
593,2010-02-12,Valentine's Day,52000000,110485654,217569328,2010,6,58485654,165569328,Valentine's Day,Romantic Comedy,1.1247241153846155
594,2011-08-05,The Change-Up,52000000,37243418,75997067,2011,31,-14756582,23997067,The Change-Up,Comedy,-0.2837804230769231
595,2010-02-05,From Paris With Love,52000000,24077427,53139168,2010,5,-27922573,1139168,From Paris With Love,Thriller/Suspense,-0.5369725576923077
596,2006-08-04,Barnyard: The Original Party Animals,51000000,72779000,118583844,2006,31,21779000,67583844,Barnyard: The Original Party Animals,Adventure,0.4270392156862745
597,2006-11-22,Deck the Halls,51000000,35093569,46815807,2006,47,-15906431,-4184193,Deck the Halls,Comedy,-0.31189080392156865
598,2011-03-04,The Adjustment Bureau,50200000,62495645,126931325,2011,9,12295645,76731325,The Adjustment Bureau,Thriller/Suspense,0.2449331673306773
599,2009-11-20,The Twilight Saga: New Moon,50000000,296623634,687557727,2009,47,246623634,637557727,The Twilight Saga: New Moon,Drama,4.93247268
600,2012-06-29,Ted,50000000,218665740,556016627,2012,26,168665740,506016627,Ted,Adventure,3.3733148
601,2014-06-13,22 Jump Street,50000000,191719337,331333876,2014,24,141719337,281333876,22 Jump Street,Comedy,2.83438674
602,2016-06-17,Central Intelligence,50000000,127440871,217194805,2016,24,77440871,167194805,Central Intelligence,Comedy,1.54881742
603,2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,172185754,2013,51,77352707,122185754,Anchorman 2: The Legend Continues,Comedy,1.54705414
604,2011-06-10,Super 8,50000000,127004179,257972745,2011,23,77004179,207972745,Super 8,Thriller/Suspense,1.54008358
605,2018-11-21,Creed II,50000000,115715889,213591522,2018,47,65715889,163591522,Creed II,Drama,1.31431778
606,2018-02-09,Peter Rabbit,50000000,115234093,347132280,2018,6,65234093,297132280,Peter Rabbit,Adventure,1.30468186
607,2018-12-14,The Mule,50000000,103804407,170738684,2018,50,53804407,120738684,The Mule,Drama,1.07608814
608,2008-12-19,Yes Man,50000000,97690976,225990976,2008,51,47690976,175990976,Yes Man,Comedy,0.95381952
609,2014-02-28,Non-Stop,50000000,91742160,222383055,2014,9,41742160,172383055,Non-Stop,Action,0.8348432
610,2013-08-09,Disney Planes,50000000,90282580,238059569,2013,32,40282580,188059569,Disney Planes,Adventure,0.8056516
611,2006-03-10,Failure to Launch,50000000,88715192,128402901,2006,10,38715192,78402901,Failure to Launch,Romantic Comedy,0.77430384
612,2006-03-24,Inside Man,50000000,88634237,185798265,2006,12,38634237,135798265,Inside Man,Thriller/Suspense,0.77268474
613,2017-07-28,The Emoji Movie,50000000,86089513,216564840,2017,30,36089513,166564840,The Emoji Movie,Adventure,0.72179026
614,2011-07-29,"Crazy, Stupid, Love",50000000,84351197,147142328,2011,30,34351197,97142328,"Crazy, Stupid, Love",Comedy,0.68702394
615,2017-12-22,The Post,50000000,81903458,179748880,2017,51,31903458,129748880,The Post,Drama,0.63806916
616,2009-03-20,Knowing,50000000,79957634,186450317,2009,12,29957634,136450317,Knowing,Thriller/Suspense,0.59915268
617,2011-12-23,We Bought a Zoo,50000000,75624550,118729073,2011,51,25624550,68729073,We Bought a Zoo,Drama,0.512491
618,2011-09-23,Moneyball,50000000,75605492,111300835,2011,38,25605492,61300835,Moneyball,Drama,0.51210984
619,2006-03-17,V for Vendetta,50000000,70511035,130214162,2006,11,20511035,80214162,V for Vendetta,Action,0.4102207
620,2009-03-13,Race to Witch Mountain,50000000,67172595,105103784,2009,11,17172595,55103784,Race to Witch Mountain,Adventure,0.3434519
621,2014-07-18,Planes: Fire and Rescue,50000000,59157732,156399644,2014,29,9157732,106399644,Planes: Fire and Rescue,Adventure,0.18315464
622,2012-04-06,American Reunion,50000000,56758835,236799211,2012,14,6758835,186799211,American Reunion,Comedy,0.1351767
