	Release Date	Movie	Budget	Domestic Gross	Worldwide Gross	Year	Week	Dom_Profits	WW_Profits	movie_name	genre	%ROI	KEY	title - IMDb	runtime - m	genres - IMDb	directors	year - IMDb	cast	KEY - IMDb
168	2013-03-27	G.I. Joe: Retaliation	140000000	122523060	375740705	2013	13	-17476940	235740705	G.I. Joe: Retaliation	Action	-12.483528571428572	G.I. Joe: Retaliation - 2013	G.I. Joe: Retaliation	110.0	action, adventure, sci-fi	Jon M. Chu	2013	Dwayne Johnson, Channing Tatum, Adrianne Palicki, Byung-Hun Lee	G.I. Joe: Retaliation - 2013
169	2014-12-12	Exodus: Gods and Kings	140000000	65014513	268314513	2014	50	-74985487	128314513	Exodus: Gods and Kings	Drama	-53.56106214285714	Exodus: Gods and Kings - 2014	Exodus: Gods and Kings	150.0	action, adventure, drama	Ridley Scott	2014	Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver	Exodus: Gods and Kings - 2014
170	2016-07-01	The BFG	140000000	55483770	199646680	2016	26	-84516230	59646680	The BFG	Adventure	-60.36873571428571	The BFG - 2016	The BFG	117.0	adventure, family, fantasy	Steven Spielberg	2016	Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement	The BFG - 2016
171	2016-02-26	Gods of Egypt	140000000	31153464	138836756	2016	8	-108846536	-1163244	Gods of Egypt	Adventure	-77.74752571428571	Gods of Egypt - 2016	Gods of Egypt	127.0	action, adventure, fantasy	Alex Proyas	2016	Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman	Gods of Egypt - 2016
172	2009-03-06	Watchmen	138000000	107509799	186976250	2009	10	-30490201	48976250	Watchmen	Action	-22.09434855072464	Watchmen - 2009	Watchmen	162.0	action, drama, mystery	Zack Snyder	2009	Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman	Watchmen - 2009
173	2008-06-13	The Incredible Hulk	137500000	134806913	265573859	2008	24	-2693087	128073859	The Incredible Hulk	Adventure	-1.9586087272727273	The Incredible Hulk - 2008	The Incredible Hulk	112.0	action, adventure, sci-fi	Louis Leterrier	2008	Edward Norton, Liv Tyler, Tim Roth, William Hurt	The Incredible Hulk - 2008
174	2013-03-22	The Croods	135000000	187168425	573068425	2013	12	52168425	438068425	The Croods	Adventure	38.643277777777776	The Croods - 2013	The Croods	98.0	action, adventure, animation	Kirk DeMicco, Chris Sanders	2013	Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener	The Croods - 2013
175	2015-12-25	The Revenant	135000000	183637894	532938302	2015	52	48637894	397938302	The Revenant	Adventure	36.02806962962963	The Revenant - 2015	The Revenant	156.0	action, adventure, biography	Alejandro G. Iñárritu	2015	Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson	The Revenant - 2015
176	2011-03-04	Rango	135000000	123477607	245724600	2011	9	-11522393	110724600	Rango	Adventure	-8.535105925925926	Rango - 2011	Rango	107.0	adventure, animation, comedy	Gore Verbinski	2011	Johnny Depp, Isla Fisher, Timothy Olyphant, Abigail Breslin	Rango - 2011
177	2013-07-17	Turbo	135000000	83028130	286896578	2013	29	-51971870	151896578	Turbo	Adventure	-38.497681481481486	Turbo - 2013	Turbo	96.0	adventure, animation, comedy	David Soren	2013	Ryan Reynolds, Paul Giamatti, Maya Rudolph, Samuel L. Jackson	Turbo - 2013
178	2016-06-03	Teenage Mutant Ninja Turtles: Out of the Shadows	135000000	82051601	245328374	2016	22	-52948399	110328374	Teenage Mutant Ninja Turtles: Out of the Shadows	Adventure	-39.2210362962963	Teenage Mutant Ninja Turtles: Out of the Shadows - 2016	Teenage Mutant Ninja Turtles: Out of the Shadows	112.0	action, adventure, comedy	Dave Green	2016	Megan Fox, Will Arnett, Tyler Perry, Laura Linney	Teenage Mutant Ninja Turtles: Out of the Shadows - 2016
179	2011-11-18	Happy Feet Two	135000000	64006466	157956466	2011	46	-70993534	22956466	Happy Feet Two	Adventure	-52.58780296296296	Happy Feet Two - 2011	Happy Feet Two	100.0	adventure, animation, comedy	George Miller, Gary Eck, David Peers	2011	Elijah Wood, Robin Williams, Pink, Carlos Alazraqui	Happy Feet Two - 2011
180	2006-07-28	Miami Vice	135000000	63478838	163818556	2006	30	-71521162	28818556	Miami Vice	Action	-52.978638518518515	Miami Vice - 2006	Miami Vice	132.0	action, crime, thriller	Michael Mann	2006	Colin Farrell, Jamie Foxx, Li Gong, Naomie Harris	Miami Vice - 2006
181	2018-11-02	The Nutcracker and the Four Realms	132900000	54858851	170293899	2018	44	-78041149	37393899	The Nutcracker and the Four Realms	Adventure	-58.72170729872084	The Nutcracker and the Four Realms - 2018	The Nutcracker and the Four Realms	99.0	adventure, family, fantasy	Lasse Hallström, Joe Johnston	2018	Mackenzie Foy, Keira Knightley, Morgan Freeman, Helen Mirren	The Nutcracker and the Four Realms - 2018
182	2014-11-26	Penguins of Madagascar	132000000	83350911	366942531	2014	48	-48649089	234942531	Penguins of Madagascar	Adventure	-36.85537045454546	Penguins of Madagascar - 2014	Penguins of Madagascar	92.0	adventure, animation, comedy	Eric Darnell, Simon J. Smith	2014	Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon	Penguins of Madagascar - 2014
183	2013-11-22	The Hunger Games: Catching Fire	130000000	424668047	864868047	2013	47	294668047	734868047	The Hunger Games: Catching Fire	Adventure	226.66772846153847	The Hunger Games: Catching Fire - 2013	The Hunger Games: Catching Fire	146.0	action, adventure, sci-fi	Francis Lawrence	2013	Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman	The Hunger Games: Catching Fire - 2013
184	2007-08-03	The Bourne Ultimatum	130000000	227471070	444043396	2007	31	97471070	314043396	The Bourne Ultimatum	Thriller/Suspense	74.97774615384616	The Bourne Ultimatum - 2007	The Bourne Ultimatum	115.0	action, mystery, thriller	Paul Greengrass	2007	Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles	The Bourne Ultimatum - 2007
185	2018-07-06	Ant-Man and the Wasp	130000000	216648740	623144660	2018	27	86648740	493144660	Ant-Man and the Wasp	Action	66.65287692307692	Ant-Man and the Wasp - 2018	Ant-Man and the Wasp	118.0	action, adventure, comedy	Peyton Reed	2018	Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins	Ant-Man and the Wasp - 2018
186	2008-06-06	Kung Fu Panda	130000000	215434591	631910531	2008	23	85434591	501910531	Kung Fu Panda	Adventure	65.71891615384615	Kung Fu Panda - 2008	Kung Fu Panda	92.0	action, adventure, animation	Mark Osborne, John Stevenson	2008	Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman	Kung Fu Panda - 2008
187	2015-07-17	Ant-Man	130000000	180202163	518858449	2015	29	50202163	388858449	Ant-Man	Action	38.61704846153846	Ant-Man - 2015	Ant-Man	117.0	action, adventure, comedy	Peyton Reed	2015	Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly	Ant-Man - 2015
188	2018-12-19	Mary Poppins Returns	130000000	171958438	340246439	2018	51	41958438	210246439	Mary Poppins Returns	Musical	32.27572153846154	Mary Poppins Returns - 2018	Mary Poppins Returns	130.0	comedy, family, fantasy	Rob Marshall	2018	Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer	Mary Poppins Returns - 2018
189	2011-10-28	Puss in Boots	130000000	149260504	554987477	2011	43	19260504	424987477	Puss in Boots	Adventure	14.815772307692306	Puss in Boots - 2011	Puss in Boots	90.0	action, adventure, animation	Chris Miller	2011	Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton	Puss in Boots - 2011
190	2010-11-05	Megamind	130000000	148415853	321887208	2010	44	18415853	191887208	Megamind	Adventure	14.16604076923077	Megamind - 2010	Megamind	95.0	action, animation, comedy	Tom McGrath	2010	Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey	Megamind - 2010
191	2014-04-11	Rio 2	130000000	131538435	492846291	2014	15	1538435	362846291	Rio 2	Adventure	1.1834115384615385	Rio 2 - 2014	Rio 2	101.0	adventure, animation, comedy	Carlos Saldanha	2014	Jesse Eisenberg, Anne Hathaway, Jemaine Clement, Andy Garcia	Rio 2 - 2014
192	2010-07-23	Salt	130000000	118311368	290650494	2010	29	-11688632	160650494	Salt	Thriller/Suspense	-8.991255384615386	Salt - 2010	Salt	100.0	action, mystery, thriller	Phillip Noyce	2010	Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski	Salt - 2010
193	2014-03-28	Noah	130000000	101200044	352831065	2014	13	-28799956	222831065	Noah	Drama	-22.15381230769231	Noah - 2014	Noah	138.0	action, adventure, drama	Darren Aronofsky	2014	Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson	Noah - 2014
194	2011-12-21	The Adventures of Tintin	130000000	77591831	373993951	2011	51	-52408169	243993951	The Adventures of Tintin	Adventure	-40.31397615384616	The Adventures of Tintin - 2011	The Adventures of Tintin	107.0	action, adventure, animation	Steven Spielberg	2011	Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg	The Adventures of Tintin - 2011
195	2013-05-31	After Earth	130000000	60522097	251499665	2013	22	-69477903	121499665	After Earth	Action	-53.44454076923076	After Earth - 2013	After Earth	100.0	action, adventure, drama	M. Night Shyamalan	2013	Jaden Smith, David Denman, Will Smith, Sophie Okonedo	After Earth - 2013
196	2008-11-26	Australia	130000000	49554002	215080810	2008	48	-80445998	85080810	Australia	Drama	-61.88153692307692	Australia - 2008	Australia	165.0	adventure, comedy, drama	Baz Luhrmann	2008	Nicole Kidman, Hugh Jackman, Shea Adams, Eddie Baroo	Australia - 2008
197	2013-07-19	R.I.P.D.	130000000	33618855	79076678	2013	29	-96381145	-50923322	R.I.P.D.	Action	-74.13934230769232	R.I.P.D. - 2013	R.I.P.D.	96.0	action, adventure, comedy	Robert Schwentke	2013	Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon	R.I.P.D. - 2013
198	2019-02-22	How to Train Your Dragon: The Hidden World	129000000	160799505	519246496	2019	8	31799505	390246496	How to Train Your Dragon: The Hidden World	Adventure	24.650779069767438	How to Train Your Dragon: The Hidden World - 2019	How to Train Your Dragon: The Hidden World	104.0	action, adventure, animation	Dean DeBlois	2019	Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett	How to Train Your Dragon: The Hidden World - 2019
199	2017-03-03	Logan	127000000	226277068	615461394	2017	9	99277068	488461394	Logan	Action	78.17091968503938	Logan - 2017	Logan	137.0	action, drama, sci-fi	James Mangold	2017	Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook	Logan - 2017
200	2014-12-19	Night at the Museum: Secret of the Tomb	127000000	113746621	353756621	2014	51	-13253379	226756621	Night at the Museum: Secret of the Tomb	Adventure	-10.435731496062992	Night at the Museum: Secret of the Tomb - 2014	Night at the Museum: Secret of the Tomb	98.0	adventure, comedy, family	Shawn Levy	2014	Ben Stiller, Robin Williams, Owen Wilson, Dick Van Dyke	Night at the Museum: Secret of the Tomb - 2014
201	2014-11-21	The Hunger Games: Mockingjay - Part 1	125000000	337135885	766575131	2014	47	212135885	641575131	The Hunger Games: Mockingjay - Part 1	Thriller/Suspense	169.708708	The Hunger Games: Mockingjay - Part 1 - 2014	The Hunger Games: Mockingjay - Part 1	123.0	action, adventure, sci-fi	Francis Lawrence	2014	Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson	The Hunger Games: Mockingjay - Part 1 - 2014
202	2006-05-19	The Da Vinci Code	125000000	217536138	767820459	2006	20	92536138	642820459	The Da Vinci Code	Thriller/Suspense	74.0289104	The Da Vinci Code - 2006	The Da Vinci Code	149.0	mystery, thriller	Ron Howard	2006	Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen	The Da Vinci Code - 2006
203	2011-04-29	Fast Five	125000000	210031325	630163454	2011	17	85031325	505163454	Fast Five	Action	68.02506	Fast Five - 2011	Fast Five	130.0	action, adventure, thriller	Justin Lin	2011	Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster	Fast Five - 2011
204	2014-08-08	Teenage Mutant Ninja Turtles	125000000	191204754	485004754	2014	32	66204754	360004754	Teenage Mutant Ninja Turtles	Adventure	52.9638032	Teenage Mutant Ninja Turtles - 2014	Teenage Mutant Ninja Turtles	101.0	action, adventure, comedy	Jonathan Liebesman	2014	Megan Fox, Will Arnett, William Fichtner, Noel Fisher	Teenage Mutant Ninja Turtles - 2014
205	2011-12-16	Sherlock Holmes: A Game of Shadows	125000000	186848418	535663443	2011	50	61848418	410663443	Sherlock Holmes: A Game of Shadows	Action	49.47873439999999	Sherlock Holmes: A Game of Shadows - 2011	Sherlock Holmes: A Game of Shadows	129.0	action, adventure, crime	Guy Ritchie	2011	Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams	Sherlock Holmes: A Game of Shadows - 2011
206	2017-03-31	The Boss Baby	125000000	175003033	510878762	2017	13	50003033	385878762	The Boss Baby	Adventure	40.0024264	The Boss Baby - 2017	The Boss Baby	97.0	adventure, animation, comedy	Tom McGrath	2017	Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow	The Boss Baby - 2017
207	2010-04-01	Clash of the Titans	125000000	163214888	493214888	2010	13	38214888	368214888	Clash of the Titans	Action	30.571910399999997	Clash of the Titans - 2010	Clash of the Titans	106.0	action, adventure, fantasy	Louis Leterrier	2010	Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng	Clash of the Titans - 2010
208	2016-11-04	Trolls	125000000	153707064	344150134	2016	44	28707064	219150134	Trolls	Adventure	22.965651199999996	Trolls - 2016	Trolls	92.0	adventure, animation, comedy	Walt Dohrn, Mike Mitchell	2016	Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse	Trolls - 2016
209	2012-06-08	Prometheus	125000000	126477084	402448265	2012	23	1477084	277448265	Prometheus	Adventure	1.1816672000000001	Prometheus - 2012	Prometheus	124.0	adventure, mystery, sci-fi	Ridley Scott	2012	Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron	Prometheus - 2012
210	2012-08-10	The Bourne Legacy	125000000	113203870	280355920	2012	32	-11796130	155355920	The Bourne Legacy	Thriller/Suspense	-9.436904	The Bourne Legacy - 2012	The Bourne Legacy	135.0	action, adventure, thriller	Tony Gilroy	2012	Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn	The Bourne Legacy - 2012
211	2018-07-13	Skyscraper	125000000	68420120	304115534	2018	28	-56579880	179115534	Skyscraper	Action	-45.263904	Skyscraper - 2018	Skyscraper	102.0	action, adventure, thriller	Rawson Marshall Thurber	2018	Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller	Skyscraper - 2018
212	2012-08-03	Total Recall	125000000	58877969	211856088	2012	31	-66122031	86856088	Total Recall	Action	-52.897624799999996	Total Recall - 2012	Total Recall	118.0	action, adventure, mystery	Len Wiseman	2012	Colin Farrell, Bokeem Woodbine, Bryan Cranston, Kate Beckinsale	Total Recall - 2012
213	2016-07-29	Jason Bourne	120000000	162192920	416168316	2016	30	42192920	296168316	Jason Bourne	Action	35.16076666666667	Jason Bourne - 2016	Jason Bourne	123.0	action, thriller	Paul Greengrass	2016	Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel	Jason Bourne - 2016
214	2012-11-21	Life of Pi	120000000	124987022	620912003	2012	47	4987022	500912003	Life of Pi	Drama	4.155851666666667	Life of Pi - 2012	Life of Pi	127.0	adventure, drama, fantasy	Ang Lee	2012	Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu	Life of Pi - 2012
215	2007-02-16	Ghost Rider	120000000	115802596	229545589	2007	7	-4197404	109545589	Ghost Rider	Action	-3.497836666666667	Ghost Rider - 2007	Ghost Rider	114.0	action, fantasy, thriller	Mark Steven Johnson	2007	Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long	Ghost Rider - 2007
216	2018-04-13	Rampage	120000000	101028233	428056280	2018	15	-18971767	308056280	Rampage	Action	-15.809805833333336	Rampage - 2018	Rampage	107.0	action, adventure, sci-fi	Brad Peyton	2018	Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan	Rampage - 2018
217	2013-08-09	Elysium	120000000	93050117	286192091	2013	32	-26949883	166192091	Elysium	Action	-22.458235833333333	Elysium - 2013	Elysium	109.0	action, drama, sci-fi	Neill Blomkamp	2013	Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga	Elysium - 2013
218	2013-04-19	Oblivion	120000000	89107235	287916633	2013	16	-30892765	167916633	Oblivion	Thriller/Suspense	-25.74397083333333	Oblivion - 2013	Oblivion	124.0	action, adventure, sci-fi	Joseph Kosinski	2013	Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko	Oblivion - 2013
219	2017-03-24	Power Rangers	120000000	85364450	142531552	2017	12	-34635550	22531552	Power Rangers	Action	-28.862958333333328	Power Rangers - 2017	Power Rangers	124.0	action, adventure, sci-fi	Dean Israelite	2017	Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin	Power Rangers - 2017
220	2014-02-12	RoboCop	120000000	58607007	242981799	2014	7	-61392993	122981799	RoboCop	Action	-51.160827499999996	RoboCop - 2014	RoboCop	117.0	action, crime, sci-fi	José Padilha	2014	Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish	RoboCop - 2014
221	2015-08-07	Fantastic Four	120000000	56117548	167849187	2015	32	-63882452	47849187	Fantastic Four	Action	-53.23537666666667	Fantastic Four - 2015	Fantastic Four	100.0	action, adventure, drama	Josh Trank	2015	Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell	Fantastic Four - 2015
222	2005-07-08	Fantastic Four	87500000	154696080	333132750	2005	27	67196080	245632750	Fantastic Four	Action	76.79552	Fantastic Four - 2005	Fantastic Four	106.0	action, adventure, fantasy	Tim Story	2005	Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba	Fantastic Four - 2005
223	2008-05-09	Speed Racer	120000000	43945766	93394462	2008	19	-76054234	-26605538	Speed Racer	Action	-63.37852833333333	Speed Racer - 2008	Speed Racer	135.0	action, adventure, comedy	Lana Wachowski, Lilly Wachowski	2008	Emile Hirsch, Matthew Fox, Christina Ricci, Nicholas Elia	Speed Racer - 2008
224	2010-06-23	Knight and Day	117000000	76423035	258751370	2010	25	-40576965	141751370	Knight and Day	Action	-34.68116666666667	Knight and Day - 2010	Knight and Day	109.0	action, adventure, comedy	James Mangold	2010	Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà	Knight and Day - 2010
225	2018-10-05	Venom	116000000	213511408	853628605	2018	40	97511408	737628605	Venom	Action	84.06155862068965	Venom - 2018	Venom	112.0	action, sci-fi, thriller	Ruben Fleischer	2018	Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze	Venom - 2018
226	2005-09-16	Venom	25000000	881745	881745	2005	37	-24118255	-24118255	Venom	Action	-96.47301999999999	Venom - 2005	Venom	87.0	horror	Jim Gillespie	2005	Agnes Bruckner, Jonathan Jackson, Meagan Good, Bijou Phillips	Venom - 2005
227	2013-07-26	The Wolverine	115000000	132556852	416456852	2013	30	17556852	301456852	The Wolverine	Action	15.266827826086955	The Wolverine - 2013	The Wolverine	126.0	action, adventure, sci-fi	James Mangold	2013	Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima	The Wolverine - 2013
228	2010-12-25	Gulliver's Travels	112000000	42779261	232017848	2010	51	-69220739	120017848	Gulliver's Travels	Adventure	-61.804231249999994	Gulliver's Travels - 2010	Gulliver's Travels	85.0	adventure, comedy, family	Rob Letterman	2010	Jack Black, Emily Blunt, Jason Segel, Amanda Peet	Gulliver's Travels - 2010
229	2017-12-15	Ferdinand	111000000	84410380	289838913	2017	50	-26589620	178838913	Ferdinand	Adventure	-23.95461261261261	Ferdinand - 2017	Ferdinand	108.0	adventure, animation, comedy	Carlos Saldanha	2017	John Cena, Kate McKinnon, Bobby Cannavale, Jack Gore	Ferdinand - 2017
230	2018-05-18	Deadpool 2	110000000	324591735	786680557	2018	20	214591735	676680557	Deadpool 2	Action	195.08339545454544	Deadpool 2 - 2018	Deadpool 2	119.0	action, adventure, comedy	David Leitch	2018	Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison	Deadpool 2 - 2018
231	2013-10-04	Gravity	110000000	274092705	693698673	2013	40	164092705	583698673	Gravity	Thriller/Suspense	149.17518636363636	Gravity - 2013	Gravity	91.0	drama, sci-fi, thriller	Alfonso Cuarón	2013	Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen	Gravity - 2013
232	2006-12-22	Night at the Museum	110000000	250863268	579446407	2006	51	140863268	469446407	Night at the Museum	Adventure	128.05751636363635	Night at the Museum - 2006	Night at the Museum	108.0	adventure, comedy, family	Shawn Levy	2006	Ben Stiller, Carla Gugino, Ricky Gervais, Dick Van Dyke	Night at the Museum - 2006
233	2015-05-29	San Andreas	110000000	155190832	456258539	2015	22	45190832	346258539	San Andreas	Adventure	41.08257454545455	San Andreas - 2015	San Andreas	114.0	action, adventure, drama	Brad Peyton	2015	Dwayne Johnson, Carla Gugino, Alexandra Daddario, Colton Haynes	San Andreas - 2015
234	2011-07-29	The Smurfs	110000000	142614158	563749323	2011	30	32614158	453749323	The Smurfs	Adventure	29.649234545454544	The Smurfs - 2011	The Smurfs	103.0	adventure, animation, comedy	Raja Gosnell	2011	Hank Azaria, Katy Perry, Jonathan Winters, Neil Patrick Harris	The Smurfs - 2011
235	2007-06-27	Live Free or Die Hard	110000000	134529403	382288147	2007	26	24529403	272288147	Live Free or Die Hard	Action	22.29945727272727	Live Free or Die Hard - 2007	Live Free or Die Hard	128.0	action, thriller	Len Wiseman	2007	Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q	Live Free or Die Hard - 2007
236	2014-03-07	300: Rise of an Empire	110000000	106580051	330780051	2014	10	-3419949	220780051	300: Rise of an Empire	Action	-3.109044545454545	300: Rise of an Empire - 2014	300: Rise of an Empire	102.0	action, drama, fantasy	Noam Murro	2014	Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson	300: Rise of an Empire - 2014
237	2016-12-21	Passengers	110000000	100014699	302239672	2016	51	-9985301	192239672	Passengers	Thriller/Suspense	-9.077546363636364	Passengers - 2016	Passengers	116.0	drama, romance, sci-fi	Morten Tyldum	2016	Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne	Passengers - 2016
238	2011-01-14	The Green Hornet	110000000	98780042	229155503	2011	2	-11219958	119155503	The Green Hornet	Action	-10.19996181818182	The Green Hornet - 2011	The Green Hornet	119.0	action, comedy, crime	Michel Gondry	2011	Seth Rogen, Jay Chou, Christoph Waltz, Cameron Diaz	The Green Hornet - 2011
239	2011-10-07	Real Steel	110000000	85463309	263880341	2011	40	-24536691	153880341	Real Steel	Action	-22.306082727272727	Real Steel - 2011	Real Steel	127.0	action, drama, family	Shawn Levy	2011	Hugh Jackman, Evangeline Lilly, Dakota Goyo, Anthony Mackie	Real Steel - 2011
240	2010-06-11	The A-Team	110000000	77222099	177241171	2010	23	-32777901	67241171	The A-Team	Action	-29.798091818181817	The A-Team - 2010	The A-Team	117.0	action, adventure, thriller	Joe Carnahan	2010	Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel	The A-Team - 2010
241	2013-07-31	The Smurfs 2	110000000	71017784	348547523	2013	31	-38982216	238547523	The Smurfs 2	Adventure	-35.43837818181818	The Smurfs 2 - 2013	The Smurfs 2	105.0	adventure, animation, comedy	Raja Gosnell	2013	Neil Patrick Harris, Jayma Mays, Katy Perry, Hank Azaria	The Smurfs 2 - 2013
242	2009-06-12	The Taking of Pelham 123	110000000	65452312	152364370	2009	24	-44547688	42364370	The Taking of Pelham 123	Action	-40.49789818181818	The Taking of Pelham 123 - 2009	The Taking of Pelham 123	106.0	action, crime, thriller	Tony Scott	2009	Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj	The Taking of Pelham 123 - 2009
243	2013-11-01	Ender's Game	110000000	61737191	127983283	2013	44	-48262809	17983283	Ender's Game	Adventure	-43.87528090909091	Ender's Game - 2013	Ender's Game	114.0	action, adventure, fantasy	Gavin Hood	2013	Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin	Ender's Game - 2013
244	2017-03-31	Ghost in the Shell	110000000	40563557	167910690	2017	13	-69436443	57910690	Ghost in the Shell	Action	-63.12403909090909	Ghost in the Shell - 2017	Ghost in the Shell	107.0	action, drama, sci-fi	Rupert Sanders	2017	Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche	Ghost in the Shell - 2017
245	2015-10-02	The Martian	108000000	228433663	655271443	2015	40	120433663	547271443	The Martian	Thriller/Suspense	111.51265092592593	The Martian - 2015	The Martian	144.0	adventure, drama, sci-fi	Ridley Scott	2015	Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara	The Martian - 2015
246	2016-11-23	Allied	106000000	40098064	119266661	2016	47	-65901936	13266661	Allied	Drama	-62.17163773584906	Allied - 2016	Allied	124.0	action, drama, romance	Robert Zemeckis	2016	Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim	Allied - 2016
247	2009-11-25	The Princess and the Frog	105000000	104400899	270997378	2009	48	-599101	165997378	The Princess and the Frog	Adventure	-0.5705723809523809	The Princess and the Frog - 2009	The Princess and the Frog	97.0	adventure, animation, comedy	Ron Clements, John Musker	2009	Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos	The Princess and the Frog - 2009
248	2016-07-22	Ice Age: Collision Course	105000000	64063008	402156682	2016	29	-40936992	297156682	Ice Age: Collision Course	Adventure	-38.98761142857143	Ice Age: Collision Course - 2016	Ice Age: Collision Course	94.0	adventure, animation, comedy	Mike Thurmeier, Galen T. Chu	2016	Ray Romano, Denis Leary, John Leguizamo, Chris Wedge	Ice Age: Collision Course - 2016
249	2017-09-22	Kingsman: The Golden Circle	104000000	100234838	408803696	2017	38	-3765162	304803696	Kingsman: The Golden Circle	Action	-3.6203480769230767	Kingsman: The Golden Circle - 2017	Kingsman: The Golden Circle	141.0	action, adventure, comedy	Matthew Vaughn	2017	Taron Egerton, Colin Firth, Mark Strong, Channing Tatum	Kingsman: The Golden Circle - 2017
250	2018-03-09	A Wrinkle in Time	103000000	100478608	133401882	2018	10	-2521392	30401882	A Wrinkle in Time	Adventure	-2.4479533980582526	A Wrinkle in Time - 2018	A Wrinkle in Time	109.0	adventure, family, fantasy	Ava DuVernay	2018	Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling	A Wrinkle in Time - 2018
251	2009-07-01	Public Enemies	102500000	97104620	212282709	2009	27	-5395380	109782709	Public Enemies	Drama	-5.263785365853659	Public Enemies - 2009	Public Enemies	140.0	biography, crime, drama	Michael Mann	2009	Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke	Public Enemies - 2009
252	2006-11-17	Casino Royale	102000000	167365000	594420283	2006	46	65365000	492420283	Casino Royale	Action	64.08333333333334	Casino Royale - 2006	Casino Royale	144.0	action, adventure, thriller	Martin Campbell	2006	Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright	Casino Royale - 2006
253	2018-12-21	Bumblebee	102000000	127195589	465195589	2018	51	25195589	363195589	Bumblebee	Adventure	24.701557843137255	Bumblebee - 2018	Bumblebee	114.0	action, adventure, sci-fi	Travis Knight	2018	Hailee Steinfeld, Jorge Lendeborg Jr., John Cena, Jason Drucker	Bumblebee - 2018
