	Release Date	Movie	Budget	Domestic Gross	Worldwide Gross	Year	Week	Dom_Profits	WW_Profits	movie_name	genre	%ROI	KEY	title - IMDb	runtime - m	genres - IMDb	directors	year - IMDb	cast	KEY - IMDb
883	2012-04-13	The Three Stooges	30000000	44338224	54052249	2012	15	14338224	24052249	The Three Stooges	Adventure	47.794079999999994	The Three Stooges - 2012	The Three Stooges	92.0	comedy, family	Bobby Farrelly, Peter Farrelly	2012	Sean Hayes, Chris Diamantopoulos, Will Sasso, Jane Lynch	The Three Stooges - 2012
884	2014-10-24	John Wick	30000000	43037835	76206239	2014	43	13037835	46206239	John Wick	Action	43.45945	John Wick - 2014	John Wick	101.0	action, crime, thriller	Chad Stahelski, David Leitch	2014	Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe	John Wick - 2014
885	2006-01-13	Glory Road	30000000	42647449	42799060	2006	2	12647449	12799060	Glory Road	Drama	42.158163333333334	Glory Road - 2006	Glory Road	118.0	biography, drama, sport	James Gartner	2006	Josh Lucas, Derek Luke, Austin Nichols, Jon Voight	Glory Road - 2006
886	2015-04-24	The Age of Adaline	30000000	42629776	68984536	2015	17	12629776	38984536	The Age of Adaline	Drama	42.09925333333333	The Age of Adaline - 2015	The Age of Adaline	112.0	drama, fantasy, romance	Lee Toland Krieger	2015	Blake Lively, Michiel Huisman, Harrison Ford, Kathy Baker	The Age of Adaline - 2015
887	2010-08-06	Step Up 3D	30000000	42400223	165889117	2010	31	12400223	135889117	Step Up 3D	Drama	41.33407666666667	Step Up 3D - 2010	Step Up 3D	107.0	drama, music, romance	Jon M. Chu	2010	Sharni Vinson, Rick Malambri, Adam Sevani, Alyson Stoner	Step Up 3D - 2010
888	2006-11-10	Stranger Than Fiction	30000000	40435190	53572822	2006	45	10435190	23572822	Stranger Than Fiction	Comedy	34.783966666666664	Stranger Than Fiction - 2006	Stranger Than Fiction	113.0	comedy, drama, fantasy	Marc Forster	2006	Will Ferrell, Emma Thompson, Dustin Hoffman, Queen Latifah	Stranger Than Fiction - 2006
889	2011-04-08	Hanna	30000000	40259119	65343694	2011	14	10259119	35343694	Hanna	Drama	34.197063333333325	Hanna - 2011	Hanna	111.0	action, drama, thriller	Joe Wright	2011	Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps	Hanna - 2011
890	2007-10-19	30 Days of Night	30000000	39568996	80276156	2007	42	9568996	50276156	30 Days of Night	Horror	31.896653333333337	30 Days of Night - 2007	30 Days of Night	113.0	action, horror, thriller	David Slade	2007	Josh Hartnett, Melissa George, Danny Huston, Ben Foster	30 Days of Night - 2007
891	2006-09-15	Gridiron Gang	30000000	38432823	41457834	2006	37	8432823	11457834	Gridiron Gang	Drama	28.109409999999997	Gridiron Gang - 2006	Gridiron Gang	125.0	biography, crime, drama	Phil Joanou	2006	Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy	Gridiron Gang - 2006
892	2008-01-25	Meet the Spartans	30000000	38233676	84646831	2008	4	8233676	54646831	Meet the Spartans	Comedy	27.445586666666667	Meet the Spartans - 2008	Meet the Spartans	86.0	comedy	Jason Friedberg, Aaron Seltzer	2008	Sean Maguire, Kevin Sorbo, Carmen Electra, Ken Davitian	Meet the Spartans - 2008
893	2013-09-13	The Family	30000000	36918811	51078541	2013	37	6918811	21078541	The Family	Black Comedy	23.062703333333328	The Family - 2013	The Family	111.0	comedy, crime, thriller	Luc Besson	2013	Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo	The Family - 2013
894	2013-09-13	The Family	30000000	36918811	51078541	2013	37	6918811	21078541	The Family	Black Comedy	23.062703333333328	The Family - 2013	The Family	152.0	comedy, crime, drama	Matt Tory	2013	Zack Slort, Jordan Hopewell, Matt Tory, Matt Silver	The Family - 2013
895	2018-02-09	The 15:17 to Paris	30000000	36276286	56096200	2018	6	6276286	26096200	The 15:17 to Paris	Drama	20.920953333333333	The 15:17 to Paris - 2018	The 15:17 to Paris	94.0	biography, drama, thriller	Clint Eastwood	2018	Alek Skarlatos, Anthony Sadler, Spencer Stone, Ray Corasani	The 15:17 to Paris - 2018
896	2011-07-01	Larry Crowne	30000000	35608245	61449135	2011	26	5608245	31449135	Larry Crowne	Romantic Comedy	18.694149999999997	Larry Crowne - 2011	Larry Crowne	98.0	comedy, drama, romance	Tom Hanks	2011	Tom Hanks, Julia Roberts, Sarah Mahoney, Roxana Ortega	Larry Crowne - 2011
897	2013-10-18	Carrie	30000000	35266619	82409520	2013	42	5266619	52409520	Carrie	Horror	17.555396666666667	Carrie - 2013	Carrie	100.0	drama, horror	Kimberly Peirce	2013	Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday	Carrie - 2013
898	2006-04-07	Take the Lead	30000000	34742066	65390493	2006	14	4742066	35390493	Take the Lead	Drama	15.806886666666667	Take the Lead - 2006	Take the Lead	118.0	drama, music	Liz Friedlander	2006	Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard	Take the Lead - 2006
899	2018-03-02	Death Wish	30000000	34017028	48575965	2018	9	4017028	18575965	Death Wish	Action	13.390093333333333	Death Wish - 2018	Death Wish	107.0	action, crime, drama	Eli Roth	2018	Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone	Death Wish - 2018
900	2015-06-03	Entourage	30000000	32363404	46438538	2015	23	2363404	16438538	Entourage	Comedy	7.8780133333333335	Entourage - 2015	Entourage	104.0	comedy	Doug Ellin	2015	Adrian Grenier, Kevin Connolly, Jerry Ferrara, Kevin Dillon	Entourage - 2015
901	2013-02-08	Side Effects	30000000	32172757	66742138	2013	6	2172757	36742138	Side Effects	Thriller/Suspense	7.242523333333334	Side Effects - 2013	Side Effects	106.0	crime, drama, mystery	Steven Soderbergh	2013	Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones	Side Effects - 2013
902	2009-09-09	9	30000000	31749894	48559999	2009	37	1749894	18559999	9	Adventure	5.83298	9 - 2009	9	79.0	action, adventure, animation	Shane Acker	2009	Elijah Wood, Jennifer Connelly, Crispin Glover, Christopher Plummer	9 - 2009
903	2014-07-02	Deliver Us from Evil	30000000	30577122	87956618	2014	27	577122	57956618	Deliver Us from Evil	Horror	1.9237400000000002	Deliver Us from Evil - 2014	Deliver Us from Evil	118.0	horror, mystery, thriller	Scott Derrickson	2014	Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy	Deliver Us from Evil - 2014
904	2014-08-01	Get on Up	30000000	30569935	33339868	2014	31	569935	3339868	Get on Up	Drama	1.899783333333333	Get on Up - 2014	Get on Up	139.0	biography, drama, music	Tate Taylor	2014	Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis	Get on Up - 2014
905	2012-04-27	The Five-Year Engagement	30000000	28700285	61623819	2012	17	-1299715	31623819	The Five-Year Engagement	Romantic Comedy	-4.3323833333333335	The Five-Year Engagement - 2012	The Five-Year Engagement	124.0	comedy, romance	Nicholas Stoller	2012	Jason Segel, Emily Blunt, Chris Pratt, Alison Brie	The Five-Year Engagement - 2012
906	2011-07-15	Winnie the Pooh	30000000	26692846	50145607	2011	28	-3307154	20145607	Winnie the Pooh	Adventure	-11.023846666666667	Winnie the Pooh - 2011	Winnie the Pooh	63.0	adventure, animation, comedy	Stephen J. Anderson, Don Hall	2011	Jim Cummings, Craig Ferguson, John Cleese, Bud Luckey	Winnie the Pooh - 2011
907	2018-09-14	White Boy Rick	30000000	24004833	25947983	2018	37	-5995167	-4052017	White Boy Rick	Drama	-19.98389	White Boy Rick - 2018	White Boy Rick	111.0	crime, drama	Yann Demange	2018	Matthew McConaughey, Richie Merritt, Bel Powley, Jennifer Jason Leigh	White Boy Rick - 2018
908	2011-02-04	Sanctum	30000000	23209310	108957098	2011	5	-6790690	78957098	Sanctum	Adventure	-22.63563333333333	Sanctum - 2011	Sanctum	108.0	adventure, drama, thriller	Alister Grierson	2011	Rhys Wakefield, Allison Cratchley, Christopher James Baker, Richard Roxburgh	Sanctum - 2011
909	2006-07-21	My Super Ex-Girlfriend	30000000	22530295	60772856	2006	29	-7469705	30772856	My Super Ex-Girlfriend	Comedy	-24.89901666666667	My Super Ex-Girlfriend - 2006	My Super Ex-Girlfriend	96.0	comedy, romance, sci-fi	Ivan Reitman	2006	Uma Thurman, Luke Wilson, Anna Faris, Rainn Wilson	My Super Ex-Girlfriend - 2006
910	2010-11-19	The Next Three Days	30000000	21148651	67255916	2010	46	-8851349	37255916	The Next Three Days	Thriller/Suspense	-29.504496666666668	The Next Three Days - 2010	The Next Three Days	133.0	action, crime, drama	Paul Haggis	2010	Russell Crowe, Elizabeth Banks, Liam Neeson, Michael Buie	The Next Three Days - 2010
911	2018-01-12	Proud Mary	30000000	20868638	21709539	2018	2	-9131362	-8290461	Proud Mary	Action	-30.437873333333332	Proud Mary - 2018	Proud Mary	89.0	action, crime, drama	Babak Najafi	2018	Taraji P. Henson, Billy Brown, Jahi Di'Allo Winston, Neal McDonough	Proud Mary - 2018
912	2013-10-04	Runner Runner	30000000	19316646	60512680	2013	40	-10683354	30512680	Runner Runner	Thriller/Suspense	-35.61118	Runner Runner - 2013	Runner Runner	88.0	crime, thriller	Brad Furman	2013	Ben Affleck, Justin Timberlake, Gemma Arterton, Anthony Mackie	Runner Runner - 2013
913	2017-04-28	Baahubali 2: The Conclusion	30000000	18985794	263502914	2017	17	-11014206	233502914	Baahubali 2: The Conclusion	Action	-36.714020000000005	Baahubali 2: The Conclusion - 2017	Baahubali 2: The Conclusion	167.0	action, drama	S.S. Rajamouli	2017	Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia	Baahubali 2: The Conclusion - 2017
914	2006-03-03	Ultraviolet	30000000	18522064	30962112	2006	9	-11477936	962112	Ultraviolet	Action	-38.25978666666667	Ultraviolet - 2006	Ultraviolet	88.0	action, adventure, crime	Kurt Wimmer	2006	Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu	Ultraviolet - 2006
915	2011-08-19	Fright Night	30000000	18298649	40520649	2011	33	-11701351	10520649	Fright Night	Horror	-39.00450333333333	Fright Night - 2011	Fright Night	106.0	comedy, horror	Craig Gillespie	2011	Anton Yelchin, Colin Farrell, David Tennant, Toni Collette	Fright Night - 2011
916	2015-10-09	Steve Jobs	30000000	17766658	35579007	2015	41	-12233342	5579007	Steve Jobs	Drama	-40.77780666666666	Steve Jobs - 2015	Steve Jobs	122.0	biography, drama	Danny Boyle	2015	Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels	Steve Jobs - 2015
917	2008-10-24	Pride and Glory	30000000	15740721	43440721	2008	43	-14259279	13440721	Pride and Glory	Drama	-47.53093	Pride and Glory - 2008	Pride and Glory	130.0	crime, drama, thriller	Gavin O'Connor	2008	Edward Norton, Colin Farrell, Noah Emmerich, Jon Voight	Pride and Glory - 2008
918	2007-06-29	Evening	30000000	12406646	12885574	2007	26	-17593354	-17114426	Evening	Drama	-58.644513333333336	Evening - 2007	Evening	117.0	drama, romance	Lajos Koltai	2007	Vanessa Redgrave, Toni Collette, Claire Danes, Patrick Wilson	Evening - 2007
919	2013-01-18	The Last Stand	30000000	12050299	48330757	2013	3	-17949701	18330757	The Last Stand	Action	-59.83233666666666	The Last Stand - 2013	The Last Stand	107.0	action, thriller	Jee-woon Kim	2013	Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro	The Last Stand - 2013
920	2013-03-08	Dead Man Down	30000000	10895295	19599974	2013	10	-19104705	-10400026	Dead Man Down	Thriller/Suspense	-63.68235	Dead Man Down - 2013	Dead Man Down	118.0	action, crime, drama	Niels Arden Oplev	2013	Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard	Dead Man Down - 2013
921	2009-04-10	Dragonball Evolution	30000000	9362785	58228460	2009	15	-20637215	28228460	Dragonball Evolution	Adventure	-68.79071666666667	Dragonball Evolution - 2009	Dragonball Evolution	85.0	action, adventure, fantasy	James Wong	2009	Justin Chatwin, James Marsters, Yun-Fat Chow, Emmy Rossum	Dragonball Evolution - 2009
922	2017-02-03	The Space Between Us	30000000	7885294	16481405	2017	5	-22114706	-13518595	The Space Between Us	Drama	-73.71568666666667	The Space Between Us - 2017	The Space Between Us	120.0	adventure, drama, romance	Peter Chelsom	2017	Gary Oldman, Asa Butterfield, Carla Gugino, Britt Robertson	The Space Between Us - 2017
923	2009-12-25	The Imaginarium of Doctor Parnassus	30000000	7689607	64352607	2009	52	-22310393	34352607	The Imaginarium of Doctor Parnassus	Adventure	-74.36797666666666	The Imaginarium of Doctor Parnassus - 2009	The Imaginarium of Doctor Parnassus	123.0	adventure, comedy, fantasy	Terry Gilliam	2009	Christopher Plummer, Lily Cole, Heath Ledger, Andrew Garfield	The Imaginarium of Doctor Parnassus - 2009
924	2018-08-31	Kin	30000000	5718096	10132644	2018	35	-24281904	-19867356	Kin	Action	-80.93968000000001	Kin - 2018	Kin	102.0	action, drama, sci-fi	Jonathan Baker, Josh Baker	2018	Myles Truitt, Jack Reynor, Dennis Quaid, Zoë Kravitz	Kin - 2018
925	2007-09-21	The Assassination of Jesse James by the Coward Robert Ford	30000000	3909149	15313631	2007	38	-26090851	-14686369	The Assassination of Jesse James by the Coward Robert Ford	Western	-86.96950333333334	The Assassination of Jesse James by the Coward Robert Ford - 2007	The Assassination of Jesse James by the Coward Robert Ford	160.0	biography, crime, drama	Andrew Dominik	2007	Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker	The Assassination of Jesse James by the Coward Robert Ford - 2007
926	2006-12-29	Miss Potter	30000000	3005605	35891257	2006	52	-26994395	5891257	Miss Potter	Drama	-89.98131666666667	Miss Potter - 2006	Miss Potter	88.0	biography, drama	Chris Noonan	2006	Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn	Miss Potter - 2006
927	2011-09-23	Machine Gun Preacher	30000000	538690	3721988	2011	38	-29461310	-26278012	Machine Gun Preacher	Drama	-98.20436666666666	Machine Gun Preacher - 2011	Machine Gun Preacher	129.0	action, biography, crime	Marc Forster	2011	Gerard Butler, Michelle Monaghan, Michael Shannon, Kathy Baker	Machine Gun Preacher - 2011
928	2015-01-30	Wild Card	30000000	3200	4315789	2015	5	-29996800	-25684211	Wild Card	Action	-99.98933333333332	Wild Card - 2015	Wild Card	92.0	action, crime, drama	Simon West	2015	Jason Statham, Michael Angarano, Dominik García-Lorido, Milo Ventimiglia	Wild Card - 2015
929	2007-12-14	Goodbye Bafana	30000000	0	2717302	2007	50	-30000000	-27282698	Goodbye Bafana	Drama	-100.0	Goodbye Bafana - 2007	Goodbye Bafana	118.0	biography, drama, history	Bille August	2007	Joseph Fiennes, Dennis Haysbert, Diane Kruger, Patrick Lyster	Goodbye Bafana - 2007
930	2015-05-15	Pitch Perfect 2	29000000	184296230	287625468	2015	20	155296230	258625468	Pitch Perfect 2	Comedy	535.5042413793104	Pitch Perfect 2 - 2015	Pitch Perfect 2	115.0	comedy, music	Elizabeth Banks	2015	Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow	Pitch Perfect 2 - 2015
931	2018-09-28	Night School	29000000	77339130	103008792	2018	39	48339130	74008792	Night School	Comedy	166.68665517241382	Night School - 2018	Night School	111.0	comedy	Malcolm D. Lee	2018	Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco	Night School - 2018
932	2016-04-08	The Boss	29000000	63077560	78652207	2016	14	34077560	49652207	The Boss	Comedy	117.50882758620689	The Boss - 2016	The Boss	99.0	comedy	Ben Falcone	2016	Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson	The Boss - 2016
933	2017-08-18	Logan Lucky	29000000	27778642	44264271	2017	33	-1221358	15264271	Logan Lucky	Comedy	-4.2115793103448285	Logan Lucky - 2017	Logan Lucky	118.0	comedy, crime, drama	Steven Soderbergh	2017	Channing Tatum, Adam Driver, Daniel Craig, Farrah Mackenzie	Logan Lucky - 2017
934	2016-08-12	Florence Foster Jenkins	29000000	27383770	56000339	2016	32	-1616230	27000339	Florence Foster Jenkins	Drama	-5.573206896551723	Florence Foster Jenkins - 2016	Florence Foster Jenkins	111.0	biography, comedy, drama	Stephen Frears	2016	Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson	Florence Foster Jenkins - 2016
935	2008-12-05	Frost/Nixon	29000000	18622031	28452945	2008	49	-10377969	-547055	Frost/Nixon	Drama	-35.786100000000005	Frost/Nixon - 2008	Frost/Nixon	122.0	biography, drama, history	Ron Howard	2008	Frank Langella, Michael Sheen, Kevin Bacon, Sam Rockwell	Frost/Nixon - 2008
936	2009-08-26	Taking Woodstock	29000000	7460204	10066366	2009	35	-21539796	-18933634	Taking Woodstock	Drama	-74.27515862068965	Taking Woodstock - 2009	Taking Woodstock	120.0	biography, comedy, drama	Ang Lee	2009	Demetri Martin, Henry Goodman, Edward Hibbert, Imelda Staunton	Taking Woodstock - 2009
937	2015-08-14	Straight Outta Compton	28000000	161197785	202182981	2015	33	133197785	174182981	Straight Outta Compton	Drama	475.70637500000004	Straight Outta Compton - 2015	Straight Outta Compton	147.0	biography, drama, history	F. Gary Gray	2015	O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.	Straight Outta Compton - 2015
938	2017-07-21	Girls Trip	28000000	115108515	140886353	2017	29	87108515	112886353	Girls Trip	Comedy	311.10183928571433	Girls Trip - 2017	Girls Trip	122.0	comedy, drama	Malcolm D. Lee	2017	Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish	Girls Trip - 2017
939	2017-11-01	A Bad Moms Christmas	28000000	72110659	127710550	2017	44	44110659	99710550	A Bad Moms Christmas	Comedy	157.53806785714286	A Bad Moms Christmas - 2017	A Bad Moms Christmas	104.0	adventure, comedy	Jon Lucas, Scott Moore	2017	Mila Kunis, Kristen Bell, Kathryn Hahn, Jay Hernandez	A Bad Moms Christmas - 2017
940	2013-02-14	Safe Haven	28000000	71399120	94050951	2013	7	43399120	66050951	Safe Haven	Drama	154.99685714285712	Safe Haven - 2013	Safe Haven	115.0	drama, romance, thriller	Lasse Hallström	2013	Julianne Hough, Josh Duhamel, Cobie Smulders, David Lyons	Safe Haven - 2013
941	2015-12-11	The Big Short	28000000	70259870	133162752	2015	50	42259870	105162752	The Big Short	Drama	150.92810714285713	The Big Short - 2015	The Big Short	130.0	biography, comedy, drama	Adam McKay	2015	Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt	The Big Short - 2015
942	2008-11-07	Role Models	28000000	67300955	94500826	2008	45	39300955	66500826	Role Models	Comedy	140.36055357142857	Role Models - 2008	Role Models	99.0	comedy	David Wain	2008	Paul Rudd, Seann William Scott, Elizabeth Banks, Christopher Mintz-Plasse	Role Models - 2008
943	2014-10-10	Alexander and the Terrible, Horrible, No Good, Very Bad Day	28000000	66954149	101379287	2014	41	38954149	73379287	Alexander and the Terrible, Horrible, No Good, Very Bad Day	Adventure	139.1219607142857	Alexander and the Terrible, Horrible, No Good, Very Bad Day - 2014	Alexander and the Terrible, Horrible, No Good, Very Bad Day	81.0	comedy, family	Miguel Arteta	2014	Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette	Alexander and the Terrible, Horrible, No Good, Very Bad Day - 2014
944	2013-01-28	Last Vegas	28000000	63914167	112914167	2013	5	35914167	84914167	Last Vegas	Comedy	128.26488214285715	Last Vegas - 2013	Last Vegas	105.0	comedy, drama	Jon Turteltaub	2013	Robert De Niro, Michael Douglas, Morgan Freeman, Kevin Kline	Last Vegas - 2013
945	2018-06-15	Tag	28000000	54730625	77026186	2018	24	26730625	49026186	Tag	Comedy	95.46651785714285	Tag - 2018	Tag	100.0	comedy	Jeff Tomsic	2018	Jeremy Renner, Ed Helms, Jake Johnson, Jon Hamm	Tag - 2018
946	2010-04-16	Kick-Ass	28000000	48071303	97531134	2010	15	20071303	69531134	Kick-Ass	Black Comedy	71.683225	Kick-Ass - 2010	Kick-Ass	117.0	action, adventure, comedy	Matthew Vaughn	2010	Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown	Kick-Ass - 2010
947	2007-07-27	No Reservations	28000000	43107979	91943956	2007	30	15107979	63943956	No Reservations	Romantic Comedy	53.95706785714286	No Reservations - 2007	No Reservations	104.0	comedy, drama, romance	Scott Hicks	2007	Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson	No Reservations - 2007
948	2011-08-12	30 Minutes or Less	28000000	37053924	40966716	2011	32	9053924	12966716	30 Minutes or Less	Comedy	32.33544285714286	30 Minutes or Less - 2011	30 Minutes or Less	83.0	action, comedy, crime	Ruben Fleischer	2011	Jesse Eisenberg, Danny McBride, Nick Swardson, Aziz Ansari	30 Minutes or Less - 2011
949	2014-02-21	3 Days to Kill	28000000	30697999	38959900	2014	8	2697999	10959900	3 Days to Kill	Thriller/Suspense	9.635710714285715	3 Days to Kill - 2014	3 Days to Kill	117.0	action, drama, thriller	McG	2014	Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard	3 Days to Kill - 2014
950	2013-08-16	Kick-Ass 2	28000000	28795985	63129909	2013	33	795985	35129909	Kick-Ass 2	Action	2.842803571428572	Kick-Ass 2 - 2013	Kick-Ass 2	103.0	action, adventure, comedy	Jeff Wadlow	2013	Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, Jim Carrey	Kick-Ass 2 - 2013
951	2007-10-12	We Own the Night	28000000	28563179	55307857	2007	41	563179	27307857	We Own the Night	Drama	2.0113535714285717	We Own the Night - 2007	We Own the Night	117.0	crime, drama, thriller	James Gray	2007	Joaquin Phoenix, Mark Wahlberg, Eva Mendes, Danny Hoch	We Own the Night - 2007
952	2014-09-19	A Walk Among the Tombstones	28000000	26017685	62108587	2014	38	-1982315	34108587	A Walk Among the Tombstones	Action	-7.079696428571429	A Walk Among the Tombstones - 2014	A Walk Among the Tombstones	114.0	action, crime, drama	Scott Frank	2014	Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook	A Walk Among the Tombstones - 2014
953	2010-01-15	The Spy Next Door	28000000	24307106	46752858	2010	2	-3692894	18752858	The Spy Next Door	Adventure	-13.188907142857143	The Spy Next Door - 2010	The Spy Next Door	94.0	action, comedy, family	Brian Levant	2010	Jackie Chan, Amber Valletta, Billy Ray Cyrus, Madeline Carroll	The Spy Next Door - 2010
954	2014-04-25	Brick Mansions	28000000	20396829	73421224	2014	17	-7603171	45421224	Brick Mansions	Action	-27.15418214285714	Brick Mansions - 2014	Brick Mansions	90.0	action, crime	Camille Delamarre	2014	Paul Walker, David Belle, RZA, Goûchy Boy	Brick Mansions - 2014
955	2006-05-12	Just My Luck	28000000	17326650	38159905	2006	19	-10673350	10159905	Just My Luck	Romantic Comedy	-38.119107142857146	Just My Luck - 2006	Just My Luck	103.0	comedy, fantasy, romance	Donald Petrie	2006	Lindsay Lohan, Chris Pine, Samaire Armstrong, Bree Turner	Just My Luck - 2006
956	2015-08-21	American Ultra	28000000	14439985	30295028	2015	34	-13560015	2295028	American Ultra	Black Comedy	-48.428625	American Ultra - 2015	American Ultra	96.0	action, comedy, sci-fi	Nima Nourizadeh	2015	Jesse Eisenberg, Kristen Stewart, Connie Britton, John Leguizamo	American Ultra - 2015
957	2016-02-05	Pride and Prejudice and Zombies	28000000	10907291	16638300	2016	5	-17092709	-11361700	Pride and Prejudice and Zombies	Black Comedy	-61.04538928571429	Pride and Prejudice and Zombies - 2016	Pride and Prejudice and Zombies	108.0	action, comedy, fantasy	Burr Steers	2016	Lily James, Sam Riley, Jack Huston, Bella Heathcote	Pride and Prejudice and Zombies - 2016
958	2008-10-03	How to Lose Friends & Alienate People	28000000	2775593	12031443	2008	40	-25224407	-15968557	How to Lose Friends & Alienate People	Comedy	-90.08716785714286	How to Lose Friends & Alienate People - 2008	How to Lose Friends & Alienate People	110.0	biography, comedy, drama	Robert B. Weide	2008	Simon Pegg, Kirsten Dunst, Megan Fox, Kelan Pannell	How to Lose Friends & Alienate People - 2008
959	2007-06-01	Knocked Up	27500000	148761765	219265952	2007	22	121261765	191765952	Knocked Up	Romantic Comedy	440.95187272727287	Knocked Up - 2007	Knocked Up	129.0	comedy, romance	Judd Apatow	2007	Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann	Knocked Up - 2007
960	2009-06-26	My Sister's Keeper	27500000	49200230	96673002	2009	26	21700230	69173002	My Sister's Keeper	Drama	78.90992727272727	My Sister's Keeper - 2009	My Sister's Keeper	109.0	drama, family	Nick Cassavetes	2009	Cameron Diaz, Abigail Breslin, Alec Baldwin, Walter Raney	My Sister's Keeper - 2009
961	2012-01-13	Joyful Noise	27500000	30932113	31157914	2012	2	3432113	3657914	Joyful Noise	Musical	12.48041090909091	Joyful Noise - 2012	Joyful Noise	118.0	comedy, drama, music	Todd Graff	2012	Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan	Joyful Noise - 2012
962	2006-12-25	Notes on a Scandal	27500000	17510118	50578411	2006	52	-9989882	23078411	Notes on a Scandal	Drama	-36.32684363636364	Notes on a Scandal - 2006	Notes on a Scandal	92.0	crime, drama, romance	Richard Eyre	2006	Cate Blanchett, Judi Dench, Andrew Simpson, Tom Georgeson	Notes on a Scandal - 2006
963	2007-10-19	Rendition	27500000	9736045	26939925	2007	42	-17763955	-560075	Rendition	Thriller/Suspense	-64.59620000000001	Rendition - 2007	Rendition	122.0	drama, thriller	Gavin Hood	2007	Reese Witherspoon, Jake Gyllenhaal, Peter Sarsgaard, Alan Arkin	Rendition - 2007
964	2011-10-28	Anonymous	27500000	4463292	15815509	2011	43	-23036708	-11684491	Anonymous	Thriller/Suspense	-83.76984727272728	Anonymous - 2011	Anonymous	130.0	drama, thriller	Roland Emmerich	2011	Rhys Ifans, Vanessa Redgrave, David Thewlis, Sebastian Armesto	Anonymous - 2011
965	2011-03-18	Limitless	27000000	79249455	155564919	2011	11	52249455	128564919	Limitless	Thriller/Suspense	193.51650000000004	Limitless - 2011	Limitless	105.0	mystery, sci-fi, thriller	Neil Burger	2011	Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro	Limitless - 2011
966	2008-08-06	The Sisterhood of the Traveling Pants 2	27000000	44089964	44270131	2008	32	17089964	17270131	The Sisterhood of the Traveling Pants 2	Adventure	63.29616296296297	The Sisterhood of the Traveling Pants 2 - 2008	The Sisterhood of the Traveling Pants 2	119.0	comedy, drama, romance	Sanaa Hamri	2008	America Ferrera, Alexis Bledel, Amber Tamblyn, Blake Lively	The Sisterhood of the Traveling Pants 2 - 2008
967	2016-05-13	Money Monster	27000000	41012075	93466095	2016	19	14012075	66466095	Money Monster	Thriller/Suspense	51.896574074074074	Money Monster - 2016	Money Monster	98.0	crime, drama, thriller	Jodie Foster	2016	George Clooney, Julia Roberts, Jack O'Connell, Dominic West	Money Monster - 2016
968	2006-04-07	Lucky Number Slevin	27000000	22495466	55495466	2006	14	-4504534	28495466	Lucky Number Slevin	Thriller/Suspense	-16.68345925925926	Lucky Number Slevin - 2006	Lucky Number Slevin	110.0	crime, drama, mystery	Paul McGuigan	2006	Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu	Lucky Number Slevin - 2006
969	2008-09-19	The Duchess	27000000	13848978	45160110	2008	38	-13151022	18160110	The Duchess	Drama	-48.70748888888889	The Duchess - 2008	The Duchess	110.0	biography, drama, history	Saul Dibb	2008	Keira Knightley, Ralph Fiennes, Dominic Cooper, Charlotte Rampling	The Duchess - 2008
